Genbank Accession,Official Symbol,Z-Score,P-value,FDR,Q-value,Fold-change Mutant/Control,Endstage Mean,Endstage STD,Con D130 Mean,Con D130 STD
NM_146100,Ina,0.338593183,0.741203871,0.884072254,0.602289013,1.272801886,0.058961253,0.100973615,0.046323983,0.039507804
NM_054045,Hist2h3c2,0.340818692,0.738708792,0.883084799,0.603542041,1.272711343,0.232345822,0.334642505,0.182559717,0.231031565
NM_172790,Ankrd52,1.830699853,0.091397952,0.326328591,0.428593858,1.272535196,2.140794444,0.532591672,1.682306667,0.432701472
NM_008349,Il10rb,1.59141732,0.135780427,0.398372741,0.457059749,1.272399926,3.186564444,0.966934667,2.504373333,0.692267086
NM_001164560,,1.01289564,0.330586139,0.615663573,0.540667822,1.272248079,0.655591556,0.294196497,0.515301667,0.239580368
NM_001025377,Arhgap15,1.075388985,0.304381317,0.593161695,0.534681091,1.272010198,2.025923222,0.797041326,1.592694167,0.741788935
NM_172661,5830434P21Rik,1.888118544,0.084325224,0.313205105,0.428593858,1.272004028,1.729877778,0.39190409,1.3599625,0.357643991
NM_008451,Klc2,1.095743015,0.294300461,0.582989692,0.528638194,1.271804745,0.2111694,0.106109411,0.166039167,0.051691539
NM_025601,1700029H14Rik,0.25606638,0.806096741,0.915671845,0.588506701,1.271618554,0.037068317,0.030938382,0.0291505,0.071403851
NM_198702,Lphn3,0.339405373,0.741502715,0.884163988,0.602862834,1.271575749,0.222604467,0.397858197,0.1750619,0.110455337
NM_010441,Hmga2,0.657225091,0.52360795,0.76197439,0.595482591,1.271539578,0.203953656,0.13528505,0.160398983,0.118951068
NM_001164059,,0.404047052,0.693186783,0.859370422,0.614800171,1.271440683,0.131288244,0.145459712,0.103259433,0.121522156
NM_022985,Zfand6,1.106445484,0.290213828,0.579275423,0.527341951,1.271362613,6.321931111,2.52229297,4.972563333,2.16391642
NM_001038230,Anapc11,0.338955085,0.741490382,0.884163988,0.602354331,1.271134277,0.299715667,0.340881121,0.235786,0.368743019
NM_011104,Prkce,1.232091753,0.239920417,0.531105402,0.505209267,1.271116671,0.483998222,0.204307696,0.380766167,0.11955258
NM_001024952,Rc3h1,2.821865571,0.016106608,0.122151572,0.323845276,1.271114889,4.057985556,0.821975307,3.192461667,0.337691701
NM_001166437,,0.724814906,0.481742174,0.735208753,0.585427944,1.270759783,0.944144444,0.609773542,0.742976333,0.462927529
NM_144835,Heatr1,1.259193913,0.237629856,0.528612803,0.504907339,1.270723302,2.251192222,1.085987861,1.771583333,0.290166911
NM_172758,BC031853,1.596724764,0.135172672,0.397559181,0.456929668,1.270228551,0.924105667,0.267405898,0.727511333,0.208052303
NM_008281,Hpn,0.557237597,0.586887874,0.801002498,0.610413776,1.270185229,0.113956256,0.105463104,0.08971625,0.062758918
NM_008467,Kpna4,1.398403888,0.187136191,0.470406053,0.47941933,1.269964614,14.82419111,5.853349743,11.67291667,2.761862178
NM_008020,Fkbp2,1.278771338,0.223457794,0.513024639,0.499322006,1.269918633,9.273218889,3.733342966,7.302215,2.22760425
NM_001163006,,1.053696798,0.31157962,0.598763056,0.537193799,1.269908013,1.922702111,0.860838599,1.514048333,0.639091162
NM_012000,Cln8,1.251346772,0.237179647,0.528067915,0.501586086,1.269765559,2.353297778,0.755411612,1.8533325,0.759849011
NM_001162506,,0.464791426,0.650962093,0.838589038,0.625481175,1.269688026,0.047103944,0.058065106,0.037098833,0.02307626
NM_009416,Tpm2,0.440776591,0.66819777,0.846242666,0.620745687,1.269584872,0.538005633,0.714589352,0.423765,0.250242769
NM_139297,Ugp2,1.053290664,0.311803558,0.59899863,0.536703619,1.269425665,1.152836111,0.577797151,0.908155667,0.318144752
NM_001146268,,0.378417954,0.711387188,0.868593907,0.610716025,1.269362139,0.028412452,0.039833365,0.022383252,0.021570765
NM_030563,,2.649758506,0.020349539,0.140641933,0.347416056,1.269045458,5.556822222,1.108051335,4.378741667,0.606211408
NM_001104579,EG638102,0.569604375,0.578952952,0.796449974,0.608070129,1.269041799,0.017454989,0.016318514,0.013754463,0.008701162
NM_001160219,,0.45395294,0.657353061,0.841512655,0.623507916,1.268924991,0.927165,1.008805739,0.730669667,0.66761967
NM_025707,Klhl28,1.356150483,0.203018763,0.490765774,0.48387146,1.268863393,2.662422222,0.778244041,2.098273333,0.796570393
NM_146991,Olfr206,0.220190887,0.830314581,0.92590532,0.580263287,1.26865583,0.019861293,0.032831129,0.015655383,0.038347701
NM_020560,Mrps31,1.1661009,0.271540313,0.563811062,0.518531065,1.268609898,1.391866556,0.435310001,1.097158833,0.506855365
NM_172620,Vps52,1.106418139,0.289402033,0.578618434,0.527454427,1.268333198,1.082618778,0.44654498,0.853576,0.352407415
NM_010255,Gamt,0.709199007,0.492043724,0.741634569,0.58857458,1.268119918,0.701829556,0.42392398,0.553441,0.377975586
NM_053068,Chrac1,0.693912869,0.511391319,0.754627518,0.591255713,1.268113084,0.522538889,0.176621563,0.412060167,0.362343087
NM_010629,Kifap3,1.813897173,0.09393918,0.330483549,0.442388279,1.268098748,1.409824,0.351696024,1.111762,0.282044215
NM_008619,Mov10,0.469918059,0.649233716,0.837677577,0.625022909,1.268073649,0.254278778,0.190680434,0.200523667,0.232968969
NM_133818,AI597479,1.577745521,0.146183773,0.414414834,0.45784927,1.268034156,1.816041111,0.425580472,1.4321705,0.484182817
NM_027196,Pold4,1.622481258,0.134185014,0.396922117,0.4546808,1.267966098,1.553959444,0.374652293,1.225552833,0.39018315
NM_001039089,Sel1l,0.758481912,0.468097179,0.724639571,0.58104045,1.267954941,3.58671,1.576103647,2.828736167,2.082281412
NM_001039518,B020018G12Rik,1.45793937,0.168944391,0.447760276,0.475808128,1.267647082,2.531922222,0.819720316,1.99734,0.598931695
NM_001005223,Znhit3,0.612216321,0.559142546,0.783904947,0.60153476,1.267533128,0.269040667,0.118369067,0.212255333,0.205617794
NM_001001180,BC066028,0.511383841,0.622537915,0.822606577,0.618423929,1.267397154,0.060198767,0.036820045,0.04749795,0.052888581
NM_001083945,Rshl2b,0.950930482,0.359081799,0.641612725,0.549370232,1.267376067,1.405256444,0.711522583,1.108792,0.495646516
NM_011232,Rad1,0.885538581,0.403790238,0.678005099,0.561189619,1.267339573,0.233150222,0.072805077,0.183968233,0.12236752
NM_001162872,,1.23484382,0.240704554,0.531959796,0.504224247,1.267297876,0.712587444,0.249767248,0.562288833,0.217480229
NM_019939,Mpp6,0.998466125,0.340681495,0.624576062,0.543326711,1.267295309,3.799701111,1.470894532,2.998276,1.556659518
NM_172468,Snx30,2.054679346,0.061190739,0.263174746,0.404372477,1.267234328,3.066544444,0.689384494,2.419871667,0.526784938
NM_018864,Impa1,1.328114437,0.207130112,0.494352649,0.489697963,1.267190502,1.196952667,0.432846236,0.944572,0.302923945
NM_019745,Pdcd10,1.338400018,0.205672662,0.493024136,0.490780211,1.267180726,2.154452222,0.698974883,1.700193333,0.604534194
NM_183145,Zfp748,0.381185633,0.71049106,0.868251178,0.610937737,1.267098864,0.245225444,0.254988372,0.193533,0.25883159
NM_028945,,1.061999408,0.3143773,0.601543306,0.537430624,1.267025332,1.697186556,0.573756726,1.339504833,0.679074476
NM_008821,Pet2,0.611553442,0.553950397,0.781382568,0.602085497,1.267019745,0.074329756,0.046922673,0.058665033,0.049687366
NM_028527,1700047I17Rik1,0.815944856,0.432460041,0.699086882,0.572842411,1.266906174,0.691296222,0.332159622,0.545657,0.342931412
NM_021330,Acp1,0.400442638,0.696294585,0.861045077,0.61462706,1.266905968,0.1993792,0.205623435,0.1573749,0.19449942
NM_001115009,,0.492405199,0.631796101,0.827737775,0.620943182,1.266857136,1.179856778,1.353506294,0.931325833,0.554243366
NM_001033960,Rabgap1,0.993523556,0.341182139,0.624959836,0.544032566,1.266763461,0.527706,0.219845275,0.416578167,0.206988508
NM_177645,1110028C15Rik,1.12447342,0.281388305,0.569759222,0.525020388,1.266685066,1.457989556,0.669825454,1.151027667,0.384716591
NM_023220,2010106G01Rik,1.44196033,0.175763822,0.457232376,0.474690706,1.266646738,14.87955889,5.771807523,11.747205,2.47059711
NM_026823,Arl8a,1.038244113,0.33250445,0.617649804,0.537918081,1.26647334,12.61201222,3.276913095,9.958371667,5.66010178
NM_025982,Tspan31,1.132048679,0.279027015,0.567885524,0.52356816,1.266352842,17.71017667,8.388836,13.98518333,4.248393485
NM_025903,Ifrd2,0.800823136,0.448626196,0.712774382,0.57445098,1.26633926,0.350292444,0.118117473,0.276618167,0.203668461
NM_019765,Clip1,1.277613266,0.225896821,0.516141614,0.497081339,1.266065846,6.894851111,2.31285009,5.445886667,2.037439745
NM_177378,Rnf150,0.79204726,0.443492677,0.708397394,0.574729782,1.265968253,3.044622,2.087030353,2.404975,1.004680338
NM_011815,Fyb,1.250628264,0.237000783,0.527967009,0.501884532,1.265906706,66.42655556,30.35242102,52.4735,11.51826445
NM_001105557,,0.652979653,0.526078162,0.763519923,0.595889815,1.265829744,0.546190556,0.363294012,0.431488167,0.311689267
NM_010367,Magi1,0.327400474,0.750257696,0.887971705,0.600650251,1.265546054,0.081889267,0.091378822,0.064706667,0.104687034
NM_153414,Ints9,1.060636462,0.327822758,0.61331627,0.536317288,1.265342657,2.177953333,0.435334483,1.721236,0.993070751
NM_001033136,1200015F23Rik,0.795375703,0.44108204,0.706066515,0.574205523,1.265177837,0.515986333,0.297707713,0.407837,0.227694451
NM_024258,Usp16,1.156614672,0.270646551,0.562961245,0.518531065,1.265058054,6.451682222,3.102031638,5.09991,1.334367173
NM_025546,Rsl1d1,1.345661008,0.20152204,0.48886938,0.485906475,1.264937954,10.22671556,3.641479544,8.084756667,2.522261253
NM_172149,Bnip1,0.589949276,0.565342745,0.786614292,0.60666557,1.264691999,0.305932578,0.253308262,0.241902833,0.167037351
NM_009507,Vhlh,1.005316187,0.33343097,0.618486274,0.541234739,1.264631621,1.701121333,0.877445576,1.345151667,0.488869055
NM_011579,Tgtp,0.397444217,0.697492688,0.861637884,0.613630736,1.264574756,0.191166856,0.239142398,0.151170862,0.150452371
NM_027815,9030624J02Rik,1.657365864,0.124361589,0.381776183,0.454391325,1.264534112,3.258417778,1.095667712,2.576773333,0.46323994
NM_028990,Tmem168,1.502159237,0.15975798,0.433980666,0.471734552,1.264373679,2.610798889,0.72893935,2.064895,0.661950235
NM_016909,Tsnax,1.634469112,0.143641531,0.410452006,0.456224545,1.264329825,0.822432222,0.13928332,0.650488667,0.231229338
NM_026106,Dr1,1.305697893,0.214679925,0.503352887,0.49648766,1.264071506,4.67729,1.85124201,3.700178333,1.03700745
NM_016742,Cdc37,1.302648978,0.216551744,0.505839169,0.492860251,1.264054202,3.341234444,1.374523259,2.643268333,0.680426745
NM_001033600,Acsl4,0.455524885,0.660773602,0.843350798,0.624368633,1.263968612,2.311951111,1.536964447,1.829120667,2.272891558
NM_026244,,1.207337133,0.249413224,0.540893126,0.507605609,1.263630907,2.45071,0.927570316,1.939419167,0.708839307
NM_016756,Cdk2,0.611848414,0.551469456,0.779536337,0.602289013,1.26358101,0.541092556,0.404983078,0.4282215,0.307971503
NM_153116,Gtpbp10,1.168971665,0.263403925,0.556388071,0.516236757,1.26353003,0.551258778,0.231540825,0.436284667,0.14933643
NR_030720,,1.271692227,0.226223469,0.516585021,0.498380755,1.263494084,0.535235889,0.218112825,0.423615667,0.120453772
NM_175518,D730040F13Rik,2.753509777,0.020890397,0.142441761,0.348067947,1.263383385,4.351536667,0.937019131,3.444351667,0.256800326
NM_026555,Rcn3,0.259197839,0.800280494,0.912805105,0.589548221,1.263366956,0.104620218,0.160908259,0.082810633,0.158804601
NM_178614,Samm50,0.910336739,0.379296424,0.65776508,0.558137192,1.263158742,2.362328111,1.236146449,1.870175167,0.857299404
NM_172430,4930544G21Rik,0.407024612,0.694512838,0.860070129,0.61503416,1.2631572,0.05454029,0.040857716,0.043177753,0.059690429
NM_021315,Noc3l,2.203804679,0.056965924,0.253779167,0.398831296,1.262916311,3.167168889,0.885617229,2.507821667,0.119140788
NM_013585,Psmb9,1.103831379,0.294127738,0.582907019,0.527524949,1.262723177,3.117368889,1.623060122,2.468766667,0.561576664
NM_001008543,Mxi1,1.232067069,0.241338094,0.532529263,0.507273426,1.262634199,1.829744667,0.643632901,1.449148667,0.544399905
NM_148939,Ly6g5b,0.272947021,0.791489496,0.908773594,0.59296111,1.262598333,0.111960044,0.129240311,0.088674317,0.180371062
NM_019736,Acot9,0.761617563,0.461922289,0.721708365,0.580009327,1.262513305,0.762548778,0.407196884,0.603992667,0.386655349
NM_178027,Vps26b,1.868392565,0.084685955,0.313851906,0.433079121,1.262402161,2.6217,0.715829969,2.076755,0.410856422
NM_207708,Syngr1,1.339144352,0.220052657,0.509435629,0.488161919,1.262321325,1.141974556,0.234163967,0.904662333,0.389703762
NM_146230,Acaa1b,0.548403361,0.599633994,0.807995511,0.611367317,1.262122481,0.101799833,0.050406047,0.08065765,0.084992996
NM_001163851,,0.317749979,0.756480123,0.890795824,0.597841995,1.262090337,0.144509722,0.254280403,0.1145003,0.102038098
NM_027444,Bbx,2.031953198,0.069260116,0.281085054,0.411892678,1.262058338,5.033084444,1.443539733,3.987996667,0.44495738
NM_172413,Rap2c,1.923042776,0.076656158,0.297333324,0.425094678,1.262042909,9.890615556,2.513808561,7.836988333,1.621636741
NR_029460,,0.679126818,0.513578987,0.756063407,0.59299341,1.261998289,0.199963944,0.101991274,0.15845025,0.124438795
NM_026512,Bphl,0.683860625,0.50652989,0.75183508,0.591977527,1.261960336,0.188402433,0.123654805,0.149293467,0.097105492
NM_175013,Pgm5,0.390687033,0.704766738,0.866229465,0.612482896,1.261661785,0.063523767,0.056538919,0.050349283,0.068495736
NM_001005868,Erbb2ip,1.331354493,0.206393974,0.493814691,0.490184742,1.261595335,4.500941111,1.555027965,3.567658333,1.156006949
NM_001163672,,0.55886535,0.589911593,0.803022966,0.609892584,1.261544859,0.751052111,0.450156859,0.595343167,0.57503723
NM_011502,Stx3,0.910630205,0.38844634,0.667203981,0.556349882,1.26141376,0.742560222,0.250284905,0.588673,0.359977276
NM_026695,Etfb,1.034016634,0.330625933,0.615663573,0.538138678,1.261370767,4.283724444,1.271411629,3.396086667,1.828612197
NM_025923,Fancl,1.158339992,0.271968046,0.564234668,0.519181523,1.261311909,0.751440444,0.251384268,0.595761,0.257388371
NM_138748,Ppp2r4,1.179918827,0.266698233,0.559062869,0.51210627,1.261261614,2.578657778,0.769220719,2.044506667,0.913873779
NM_001163419,,0.820429566,0.428505189,0.696096728,0.572278786,1.261194709,1.007224778,0.509708818,0.7986275,0.463322462
NR_024198,,0.224169549,0.826229211,0.923658219,0.580990369,1.261138646,0.025441433,0.05923352,0.020173383,0.031217131
NM_029983,Sla2,0.525839628,0.607902839,0.813302922,0.614878946,1.261125031,0.185222167,0.166464862,0.146870582,0.115941822
NM_007505,Atp5a1,2.213452179,0.054426963,0.247879667,0.392611504,1.261076308,20.59350222,5.617004111,16.3301,1.107291938
NM_009872,Cdk5r2,0.299933336,0.768977439,0.89713597,0.595889815,1.260954234,0.139782956,0.230499427,0.1108549,0.142806296
NM_010550,Il11ra2,0.525337263,0.608195051,0.81341456,0.615033631,1.2609205,0.033521656,0.031266659,0.026585067,0.019858209
NR_028429,,1.032775498,0.32364512,0.609589344,0.540396628,1.260867139,1.906825556,0.738640805,1.512312833,0.715390666
NM_029522,Gpsm2,0.596973309,0.561654304,0.784651943,0.605200646,1.260716158,0.069052078,0.049306833,0.054772105,0.042572304
NM_011970,Psmb2,1.153180937,0.269682361,0.56195878,0.520255532,1.260479901,10.10314556,4.367388424,8.015316667,2.636533549
NM_008053,Fxr1h,1.367928705,0.199409353,0.487068689,0.4813156,1.260336268,7.335106667,2.072550962,5.81996,2.120684257
NM_025435,Thoc7,0.765740424,0.45960843,0.720550989,0.57911577,1.260264086,3.804485222,2.766671841,3.0188,1.101655801
NM_207253,Olfr1371,0.272461455,0.789577212,0.908398728,0.592252351,1.260181351,0.017905211,0.030843673,0.01420844,0.02168711
NM_011673,Ugcg,1.938728436,0.074841244,0.29336036,0.417629151,1.260161644,7.432893333,1.944451211,5.898365,1.112816789
NM_001164572,,0.708154491,0.501950468,0.748050337,0.589153842,1.259595597,1.17113,0.40951747,0.929766667,0.764986955
NM_009054,Trim27,1.415060505,0.180671322,0.462679217,0.478708451,1.259535166,2.409117111,0.848302187,1.912703333,0.508577263
NM_010483,Htr5b,0.380698065,0.709602662,0.867997605,0.610978807,1.259496599,0.060188844,0.078657026,0.047788017,0.047347043
NM_207214,Exoc5,2.136198896,0.060046194,0.260746707,0.391588275,1.259445495,1.981368889,0.322119825,1.573207333,0.387130774
NM_016858,Rab33b,1.39006668,0.187852357,0.471369985,0.483230666,1.259407329,1.191297111,0.415810751,0.945918833,0.267760698
NM_172780,Slc9a6,1.873940225,0.084433744,0.313417606,0.431098778,1.259386621,1.094909889,0.304015189,0.869399333,0.158977746
NM_145355,Rnf185,2.095493925,0.065968712,0.2734368,0.406529533,1.259352413,3.202852222,0.503842674,2.543253333,0.652106666
NM_001177856,,1.389734282,0.194101876,0.479837935,0.485137717,1.259297661,3.850157778,1.030211581,3.057385,1.11575818
NR_015540,,1.742838642,0.105124646,0.349956952,0.440447396,1.259154483,13.75040556,3.949728178,10.92034833,2.328201921
NM_001130008,,1.370612138,0.198276678,0.486020782,0.481558457,1.258978844,2.293624444,0.943214069,1.821813333,0.343336369
NM_017381,Zranb2,1.489810919,0.166174891,0.444279737,0.470045732,1.258930482,20.65886667,5.188476358,16.409855,5.555015337
NM_022889,Pes1,1.213653708,0.246902184,0.538252978,0.50634291,1.258831786,1.418241222,0.596579681,1.126632833,0.33032643
NM_007564,Zfp36l1,1.160166375,0.275864685,0.56527826,0.520432488,1.258800212,45.1685,23.28551594,35.88218333,4.78913594
NM_007476,Arf1,1.374416527,0.204981444,0.492315582,0.480006398,1.258656972,14.62727222,3.304249576,11.62133333,4.628263315
NM_138952,Ripk2,1.308071417,0.213507443,0.501811718,0.495220778,1.25849073,1.181611,0.437579704,0.938911167,0.280892028
NM_001173460,,0.260720122,0.800229193,0.912805105,0.589936133,1.258465308,0.020582389,0.02602177,0.01635515,0.033554188
NM_146678,Olfr1428,0.301363126,0.768755519,0.896986955,0.595889815,1.258385215,0.067576544,0.088256365,0.053701,0.086756787
NM_025289,Tbrg1,1.473547644,0.172981867,0.453324768,0.47428864,1.258328836,0.490062667,0.195527316,0.389455167,0.049821094
NM_016903,Esd,0.843691085,0.414784169,0.686457986,0.568513248,1.258276372,1.192926111,0.622518915,0.948063667,0.497030364
NM_011945,Map3k1,2.547317793,0.027000052,0.164695033,0.36245209,1.257981699,4.807161111,1.050236631,3.821328333,0.404129416
NM_001081090,Esf1,1.791733131,0.107314837,0.353780502,0.442257267,1.257829376,4.335591111,1.448875531,3.446883333,0.276820375
NM_024288,Rmnd5a,1.844166335,0.091660083,0.326612787,0.425103632,1.257793632,2.361836667,0.707823935,1.877761667,0.281772616
NM_024431,Morf4l1,0.680953112,0.515798142,0.756983631,0.59327218,1.257764221,0.992455,0.413675844,0.789062833,0.648999319
NM_025652,Gtf3a,0.679046923,0.514831499,0.756459322,0.592994028,1.257758247,0.703801267,0.331935596,0.559568,0.444119679
NM_025835,Pccb,1.174785343,0.268997667,0.56099674,0.515151526,1.257460702,2.549306667,0.746897038,2.027345,0.901405615
NM_001164295,,0.904910307,0.385522826,0.664694903,0.556366598,1.257432294,2.11883,0.894600931,1.685045,0.919359149
NM_001033286,Slc30a10,0.404410893,0.693201384,0.859370422,0.614800171,1.257258435,0.025933924,0.026514965,0.020627362,0.023756687
NM_001081298,Lphn2,0.969596978,0.364405196,0.645883655,0.546737296,1.257156442,1.243005889,0.321702448,0.988744,0.586179988
NM_027257,Obfc2b,1.201293283,0.254200964,0.546293716,0.509059216,1.257062741,4.167607778,1.390764292,3.315353833,1.315449327
