	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Lmnb1	1.7912146619534e-148	0.123662326237383	0.134	0.024	3.45417835411094e-144
Frmd4a	2.39642240313935e-148	-0.272151265313707	0.441	0.637	4.62126096221393e-144
Rel	6.43194191904037e-148	0.209799717507125	0.297	0.146	1.24033567966775e-143
Kdm6b	1.05584697520023e-147	0.168997008466686	0.199	0.061	2.03609530697612e-143
Rassf3	7.07071997639548e-146	0.128757536931869	0.169	0.04	1.3635176402481e-141
Icam1	1.47491373109718e-145	0.288193203935538	0.398	0.235	2.8442236390478e-141
Tgif1	1.17839966660484e-144	0.157135717370478	0.214	0.071	2.27242591708077e-140
Klf4	2.03814147282913e-144	0.381129518706807	0.377	0.188	3.93035201620369e-140
Hsp90b1	9.63560818717714e-144	-0.27184092458994	0.679	0.801	1.85813068281524e-139
Herpud1	1.69663541921126e-143	0.247408113659125	0.409	0.272	3.27179174240699e-139
Cmtm7	3.18845832365134e-143	-0.255092312077251	0.381	0.581	6.14862303132925e-139
Chka	1.03813906469395e-142	0.335924449613962	0.367	0.202	2.00194737235582e-138
Ptprc	1.1254411090303e-142	0.235983409743286	0.601	0.395	2.17030063465403e-138
Capza2	2.96935752397873e-142	-0.260083096302795	0.581	0.716	5.72610904924059e-138
Mef2c	1.54255169050830e-141	-0.272003884039024	0.687	0.803	2.9746566799762e-137
Pnrc1	2.71249450083413e-141	0.261038023628073	0.488	0.312	5.23077439540854e-137
AB124611	5.3303717546559e-141	0.0805003587043454	0.089	0.008	1.02790888916784e-136
Hmgb2	1.16489604306897e-140	0.226704065278685	0.338	0.158	2.24638552945419e-136
Hsp90aa1	2.90523450224989e-140	0.536723168631019	0.816	0.755	5.6024542141387e-136
Dnajb1	1.43357262078763e-139	0.406541727406262	0.372	0.229	2.76450144192687e-135
Cox6a2	3.55847905206241e-139	0.116259367956754	0.126	0.022	6.86217100399714e-135
Nfil3	3.67793906174797e-139	0.110741211962586	0.128	0.023	7.09253768667478e-135
Casp4	6.58332275634506e-139	0.154328952652224	0.201	0.06	1.26952796033358e-134
Sdc4	4.41543543819888e-138	0.183625468444031	0.159	0.043	8.51472569902272e-134
Rps3	1.19852476482121e-136	0.215338460975107	0.971	0.925	2.31123515648122e-132
Eef2	1.59295132065411e-136	0.241036334944339	0.837	0.707	3.07184732674938e-132
Glb1	1.64630035560464e-136	0.183875966742703	0.343	0.166	3.17472560574799e-132
Rasgef1b	2.44347986660822e-136	0.160479788621258	0.211	0.068	4.71200657476728e-132
Vim	2.58919186276879e-136	0.16794080688199	0.174	0.053	4.99299758816333e-132
