"genes","Freq","Arf1_IFNg_KO.h5","Arf1_KO.h5","IFNg_KO.h5","WT.h5","regulation","Arf1.vs.all"
"Gramd1a",1,0.215969179634386,0.232591435637121,0.248209854661468,0.264549880113347,"down-regulated","notAll"
"Gsto1",1,0.0685904215138238,0.088116621111545,0.0576391350584899,0.0631403037128533,"up-regulated","up-regulated"
"Gusb",1,0.591025834718235,0.733697774306911,0.528252392768522,0.655380367652401,"up-regulated","up-regulated"
"H2-Eb1",1,0.122828221785768,0.0935832357152154,0.0714640198511166,0.174961854246894,"down-regulated","notAll"
"H2-K1",1,1.27579694817948,2.21163607965638,0.865579581708614,1.93119232725423,"up-regulated","up-regulated"
"H3f3a",1,1.04086720048346,1.14291292463881,1.04289259127969,1.10782532878006,"up-regulated","up-regulated"
"H3f3b",1,3.44833056352923,5.8802551086815,3.8354484225452,5.28017147424253,"up-regulated","up-regulated"
"Hacd2",1,0.136652062245052,0.131328907978654,0.123431407302375,0.0908958802586645,"up-regulated","notAll"
"Hacd4",1,0.0888351714760538,0.0683326825458805,0.0774902516838001,0.108406597398823,"down-regulated","down-regulated"
"Hcar2",1,0.100619428916755,0.185734739034231,0.0900389932647997,0.071931991571605,"up-regulated","up-regulated"
"Herc1",1,0.207055446442061,0.155798516204608,0.180786954980503,0.203444016566156,"down-regulated","down-regulated"
"Hes5",1,0.00271944402477716,0.00234283483014447,0.0010634526763559,0.0136598125408704,"down-regulated","notAll"
"Hint1",1,0.518885027949841,0.577248470649486,0.446224742998937,0.499164426360532,"up-regulated","up-regulated"
"Hmox2",1,0.312584982625774,0.238058050240791,0.268628146047501,0.276175252488556,"down-regulated","down-regulated"
"Hook3",1,0.259102583471824,0.206429780033841,0.24693371144984,0.265712417350868,"down-regulated","down-regulated"
"Hs2st1",1,0.168529989424384,0.137836782506833,0.172562920950018,0.145753106154181,"down-regulated","down-regulated"
"Hsd17b11",1,0.29528629702372,0.225693088637251,0.30989010989011,0.256920729492117,"down-regulated","down-regulated"
"Hsp90b1",1,1.78886538752077,1.45971625667057,1.65295994328252,1.40652474024559,"up-regulated","notAll"
"Hspa8",1,6.04283124339024,8.98451125862293,6.91627082594825,9.18644190946741,"down-regulated","notAll"
"Hspe1",1,1.30540867200483,1.59299752700768,1.52832328961361,1.89987648041851,"down-regulated","notAll"
"Icam1",1,0.546759329203807,0.802811401796173,0.502445941155619,0.613747002833685,"up-regulated","up-regulated"
"Id3",1,0.100619428916755,0.145906546921775,0.0971286777738391,0.11799752960837,"up-regulated","up-regulated"
"Ier2",1,0.801858286750264,1.428868931407,0.827791563275434,1.05362203008065,"up-regulated","up-regulated"
"Ifi204",1,0.0342196706451126,0.107510087205519,0.0104927330733782,0.0462835137688004,"up-regulated","up-regulated"
"Ifi207",1,0.0459283879740142,0.0827801639984381,0.0240340304856434,0.0328416769599651,"up-regulated","up-regulated"
"Ifi27",1,0.347484514277081,0.319536639333594,0.319319390287132,0.38603502143428,"down-regulated","notAll"
"Ifit3",1,0.0491010726695875,0.0779643368475856,0.0171570365118752,0.0341495313521761,"up-regulated","up-regulated"
"Igfbp3",1,0.00430578637256383,0.019002993622283,0.00921658986175115,0.00167114727893628,"up-regulated","up-regulated"
"Igfbp5",1,0.0247016165583925,0.0292854353768059,0.0203473945409429,0.0356753614764223,"down-regulated","notAll"
"Igsf8",1,0.450067986100619,0.174801509826891,0.557958170861397,0.123446922909249,"up-regulated","notAll"
"Il1a",1,0.335775796948179,0.535207601197449,0.447571783055654,0.403037128533023,"up-regulated","up-regulated"
"Inpp5d",1,0.732512464118447,0.640895483535077,0.718681318681319,0.747220809416552,"down-regulated","down-regulated"
"Isg15",1,0.10477413506572,0.138227254978524,0.0847217298830202,0.0816682409358425,"up-regulated","up-regulated"
"Itga7",1,0.00558996827315304,0.00728881947156059,0.00716058135412974,0.0113347380658287,"down-regulated","notAll"
"Itgax",1,0.118597975525004,0.0745802420929324,0.0533853243530663,0.0597253505776357,"up-regulated","notAll"
"Itgb5",1,2.43518658407614,2.07119614733828,2.45253456221198,2.21790307345782,"down-regulated","down-regulated"
"Itm2a",1,0.0643601752530594,0.0623454379799557,0.0594824530308401,0.108043304512098,"down-regulated","notAll"
"Itpr2",1,0.2976280404895,0.27033710790056,0.344345976604041,0.319261788854174,"down-regulated","down-regulated"
"Jpt1",1,0.348390995618674,0.306390732786672,0.325983693725629,0.352757393010245,"down-regulated","down-regulated"
"Jun",1,8.26642997431636,11.646882728101,10.2634526763559,12.3630022524159,"down-regulated","notAll"
"Kat6a",1,0.158860855114066,0.132240010412599,0.163629918468628,0.184044176415026,"down-regulated","down-regulated"
"Kdm2b",1,0.163242181598429,0.156319146166862,0.143991492378589,0.199302477657487,"down-regulated","notAll"
"Kif21b",1,0.231832603112253,0.183652219185214,0.211201701524282,0.26186151275158,"down-regulated","down-regulated"
"Klf13",1,0.218839703882762,0.27905765976832,0.292236795462602,0.190438131221391,"up-regulated","notAll"
"Klf2",1,4.98632723976432,7.13965898737472,6.59227224388515,6.92748673980963,"up-regulated","up-regulated"
"Klf6",1,1.89220426046231,3.33450475074841,2.66515420063807,3.49945506066991,"down-regulated","notAll"
"Klf9",1,0.0623961323462759,0.112195756865808,0.0749379652605459,0.0723679430356754,"up-regulated","up-regulated"
"Klk6",1,0.00581658860855114,0.0441233893010543,0.00290677064870613,0.00682990627043522,"up-regulated","up-regulated"
"Kmt2c",1,0.185073273908445,0.157230248600807,0.193052109181141,0.188621666787764,"down-regulated","down-regulated"
"Ksr2",1,0.000151080223598731,0.00338409475465313,0.000283587380361574,0.000290634309380222,"up-regulated","up-regulated"
"Lair1",1,1.37671853754344,1.24209293244826,1.17355547678128,1.37266584320279,"down-regulated","notAll"
"Lamtor1",1,0.439190210001511,0.37680593518157,0.398014888337469,0.414081232289472,"down-regulated","down-regulated"
"Lmo4",1,0.156292491312887,0.165300013015749,0.153278979085431,0.163772433335755,"up-regulated","up-regulated"
"Lpar1",1,0.00672306995014353,0.00689834699986984,0.00581354129741227,0.0131512024994551,"down-regulated","notAll"
"Lpcat1",1,0.259178123583623,0.215931276844982,0.227791563275434,0.259245803967158,"down-regulated","down-regulated"
"Lpl",1,0.465855869466687,0.560848626838475,0.0993264799716413,0.279226912737049,"up-regulated","up-regulated"
"Lrrc25",1,0.21544039885179,0.228947025901341,0.182701169797944,0.239555329506648,"down-regulated","notAll"
"Lsp1",1,0.203656141411089,0.2827020695041,0.171712158808933,0.221318026593039,"up-regulated","up-regulated"
"Ltc4s",1,0.897114367729264,1.21423922946766,0.794328252392768,1.2409358424762,"down-regulated","notAll"
"Luzp2",1,0.00966913431031878,0.00273330730183522,0.00404112017015243,0.0128605681900748,"down-regulated","down-regulated"
"Ly86",1,2.97439190210001,3.1840426916569,2.53257710031904,3.13877788272906,"up-regulated","up-regulated"
"Lyn",1,0.747696026590119,0.567616816347781,0.692733073378235,0.701300588534477,"down-regulated","down-regulated"
"Mafb",1,2.72027496600695,3.38995184172849,3.22772066643034,2.87815156579234,"up-regulated","up-regulated"
"Man1a2",1,0.359873092612177,0.347910972276455,0.288833746898263,0.429412192109279,"down-regulated","notAll"
"Map4k4",1,0.61550083094123,0.544058310555772,0.584615384615385,0.645862094020199,"down-regulated","down-regulated"
"Mapk14",1,0.181673968877474,0.145516074450085,0.199716412619638,0.183753542105646,"down-regulated","down-regulated"
"Mapk3",1,0.358211210152591,0.285175061824808,0.354555122297058,0.336845164571678,"down-regulated","down-regulated"
"Mapre1",1,0.334869315606587,0.298190810881166,0.328323289613612,0.341931264985832,"down-regulated","down-regulated"
"Marcksl1",1,0.154932769300499,0.260054666146037,0.146260191421482,0.178522124536802,"up-regulated","up-regulated"
"Matn4",1,0.00649644961474543,0.00338409475465313,0.0104927330733782,0.00988156651892756,"down-regulated","down-regulated"
"Mbnl1",1,0.868937906028101,0.807887543928153,0.715632754342432,0.937295647751217,"down-regulated","notAll"
"Mboat2",1,0.00528780782595558,0.00546661460367044,0.00794044665012407,0.0134418368088353,"down-regulated","notAll"
"Mcur1",1,0.121997280555975,0.115579851620461,0.0962779156327543,0.142483470173654,"down-regulated","notAll"
"Mdk",1,0.0203958301858287,0.0173109462449564,0.0185040765685927,0.0254305020707695,"down-regulated","down-regulated"
"Mfap3l",1,0.00498564737875812,0.00325393726408955,0.00269408011343495,0.006539271961055,"down-regulated","notAll"
"Mia",1,0.0141260009064813,0.0124951190941039,0.0207018787663949,0.0211436460074112,"down-regulated","down-regulated"
"Mid1ip1",1,0.278138691645264,0.237667577769101,0.248422545196739,0.266874954588389,"down-regulated","down-regulated"
"Mlc1",1,0.0174497658256534,0.0166601587921385,0.0297766749379653,0.0276829179684662,"down-regulated","down-regulated"
"Mlec",1,0.287656745731984,0.22673434856176,0.270825948245303,0.29433989682482,"down-regulated","down-regulated"
"Mmd2",1,0.00725185073273908,0.00663803201874268,0.00425381070542361,0.0179466686042287,"down-regulated","notAll"
"Mob1a",1,0.157576673213476,0.121957568658076,0.147394540942928,0.177432245876626,"down-regulated","down-regulated"
"Morf4l1",1,0.824746940625472,0.831966679682416,0.800921658986175,0.883964251979946,"down-regulated","notAll"
"Mpc1",1,0.39167547967971,0.419237277105297,0.259766040411202,0.442054784567318,"down-regulated","notAll"
"Mtss1l",1,0.00498564737875812,0.00351425224521671,0.00503367600141794,0.00900966359078689,"down-regulated","down-regulated"
"Mtus1",1,0.31666414866294,0.276844982428739,0.279758950726693,0.344256339460873,"down-regulated","down-regulated"
"Myc",1,0.150626982927935,0.215150331901601,0.187522155264091,0.153454915352757,"up-regulated","up-regulated"
"Mylip",1,0.281311376340837,0.25836261876871,0.174477135767458,0.308944270871176,"down-regulated","notAll"
"Myo18a",1,0.10122374981115,0.0754913445268775,0.084509039347749,0.119813994041997,"down-regulated","down-regulated"
"Myo7a",1,0.0490255325577882,0.050110633866979,0.0254519673874513,0.0617597907432972,"down-regulated","notAll"
"N4bp1",1,0.168756609759782,0.160484185864897,0.174973413683091,0.190801424108116,"down-regulated","down-regulated"
"Naca",1,1.12917359117691,1.24612781465573,0.990358029067707,1.02688367361767,"up-regulated","up-regulated"
"Ncald",1,0.00536334793775495,0.0079396069243785,0.00552995391705069,0.0141684225822858,"down-regulated","notAll"
"Ncam1",1,0.0107266958755099,0.0235585057920083,0.008649415101028,0.0482452953571169,"down-regulated","notAll"
"Ncf4",1,0.228357757969482,0.141871664714304,0.25586671393123,0.17692363583521,"down-regulated","down-regulated"
"Ndrg2",1,0.050234174346578,0.0486789014707796,0.0478553704360156,0.0641575237956841,"down-regulated","notAll"
"Neat1",1,0.488517903006496,0.709228166080958,0.576178660049628,0.463198430574729,"up-regulated","up-regulated"
"Nedd8",1,0.420758422722466,0.361967981257321,0.400425381070542,0.382620068299063,"down-regulated","down-regulated"
"Nfkb1",1,0.380797703580601,0.35936483144605,0.331088266572138,0.365545302622975,"down-regulated","notAll"
"Ninj1",1,0.27028252001813,0.364050501106339,0.253385324353066,0.316500762915062,"up-regulated","up-regulated"
"Nkain4",1,0.00687415017374226,0.0057269295847976,0.00815313718539525,0.0112620794884836,"down-regulated","down-regulated"
"Npc2",1,2.68190058921287,2.50240791357543,2.59666784828075,2.01562159412919,"up-regulated","notAll"
"Nptn",1,0.447348542075842,0.433294286086164,0.427437079049982,0.501053549371503,"down-regulated","notAll"
"Npy",1,0.00400362592536637,0.00221267733958089,0.00744416873449132,0.0765821405216886,"down-regulated","down-regulated"
"Nr4a1",1,0.289847408974165,0.511649095405441,0.413186813186813,0.569425270653201,"down-regulated","notAll"
"Nrip1",1,0.77262426348391,0.609787843290381,0.85225097483162,0.670783986049553,"down-regulated","down-regulated"
"Ntrk2",1,0.0321800876265297,0.0282441754522973,0.0440978376462247,0.0465741480781806,"down-regulated","down-regulated"
"Nupr1",1,0.169814171324974,0.196407653260445,0.132789790854307,0.222117270943835,"down-regulated","notAll"
"Oasl2",1,0.0203202900740293,0.0683326825458805,0.00630981921304502,0.0255031606481145,"up-regulated","up-regulated"
"Orai1",1,0.516392204260462,0.422881686841078,0.463523573200993,0.491753251471336,"down-regulated","down-regulated"
"Osm",1,0.212418794379816,0.320577899258102,0.248209854661468,0.208893409867035,"up-regulated","up-regulated"
"P3h2",1,0.122828221785768,0.0719770922816608,0.128535980148883,0.106517474387851,"down-regulated","down-regulated"
"P4ha1",1,0.434355642846351,0.296368606013276,0.446579227224389,0.386470972898351,"down-regulated","down-regulated"
"Pabpc1",1,0.740595256080979,0.83248730964467,0.685997873094647,0.672164499019109,"up-regulated","up-regulated"
"Pag1",1,0.830034748451428,0.904724716907458,0.7712158808933,0.882656397587735,"up-regulated","up-regulated"
"Pak2",1,0.373470312736063,0.309904985031889,0.365331442750798,0.375208893409867,"down-regulated","down-regulated"
"Pbx2",1,0.106738177972503,0.0792659117532214,0.112158808933002,0.112620794884836,"down-regulated","down-regulated"
"Pbxip1",1,0.353829883668228,0.322269946635429,0.416448068060971,0.336118578798227,"down-regulated","down-regulated"
"Pcsk1n",1,0.0105000755401118,0.0831706364701289,0.0183622828784119,0.0266656978856354,"up-regulated","up-regulated"
"Pdgfa",1,0.232890164677444,0.208382142392295,0.244452321871677,0.23526847344329,"down-regulated","down-regulated"
"Pdia6",1,0.935564284635141,0.65989847715736,0.797518610421836,0.60837026811015,"up-regulated","notAll"
"Peg3",1,0.00740293095633782,0.0423011844331641,0.00829493087557604,0.00973624936423745,"up-regulated","up-regulated"
"Pfdn5",1,1.03406859042151,1.07679291943251,0.914285714285714,0.933226767419894,"up-regulated","up-regulated"
"Pfkl",1,0.173213476355945,0.135233632695562,0.146898263027295,0.160066845891157,"down-regulated","down-regulated"
"Phf14",1,0.339024021755552,0.284914746843681,0.28110599078341,0.330451209765313,"down-regulated","notAll"
"Phgdh",1,0.151004683486932,0.313809709748796,0.0355902162353775,0.343311777955388,"down-regulated","notAll"
"Phip",1,0.432316059827769,0.302225693088637,0.379227224388515,0.392864927704716,"down-regulated","down-regulated"
"Picalm",1,0.932542680163167,0.954314720812183,1.20708968450904,0.855409431083339,"up-regulated","notAll"
"Pik3cg",1,0.177519262728509,0.136665365091761,0.203970223325062,0.180483906125118,"down-regulated","down-regulated"
"Pim1",1,0.154555068741502,0.312638292333724,0.189081885856079,0.231853520308072,"up-regulated","up-regulated"
"Pkm",1,0.631590874754495,0.64753351555382,0.480822403403049,0.591876771052823,"up-regulated","up-regulated"
"Pla2g7",1,0.0597522284332981,0.0417805544709098,0.0989010989010989,0.0416333648187169,"up-regulated","notAll"
"Plce1",1,0.010953316210908,0.0106729142262137,0.015668202764977,0.01954515730582,"down-regulated","down-regulated"
"Plekho1",1,0.707810847560054,0.622022647403358,0.657851825593761,0.649349705732762,"down-regulated","down-regulated"
"Plin2",1,0.478395528025381,0.499544448783027,0.596029776674938,0.380585628133401,"up-regulated","notAll"
"Plk2",1,0.281386916452636,0.34231420018222,0.431407302375044,0.356027028990772,"down-regulated","notAll"
"Plp1",1,0.24641184468953,0.450475074840557,0.134845799361928,0.666206495676815,"down-regulated","notAll"
"Pltp",1,0.119428916754797,0.112456071846935,0.135980148883375,0.1770689529899,"down-regulated","down-regulated"
"Plvap",1,0.00702523039734099,0.0321489001692047,0.00319035802906771,0.00508610041415389,"up-regulated","up-regulated"
"Pold4",1,0.311829581507781,0.29832096837173,0.256292095001772,0.313812395553295,"down-regulated","notAll"
