"genes","Freq","Arf1_IFNg_KO.h5","Arf1_KO.h5","IFNg_KO.h5","WT.h5","regulation","Arf1.vs.all"
"Mpeg1",5,1.3211210152591,1.12000520629962,1.1889400921659,1.3115599796556,"down-regulated","down-regulated"
"mt-Co1",5,9.32270735760689,11.9534036183782,10.261963842609,8.36292959383855,"up-regulated","up-regulated"
"mt-Co2",5,11.3032180087627,14.3001431732396,13.192910315491,10.3509409285766,"up-regulated","up-regulated"
"mt-Co3",5,15.5368635745581,20.4737732656514,17.8899680964197,13.7788272905617,"up-regulated","up-regulated"
"mt-Nd2",5,5.09638918265599,6.31966679682416,5.07890818858561,4.54704642883092,"up-regulated","up-regulated"
"Nnat",5,0.143677292642393,0.35793309904985,0.251045728465083,0.214560778899949,"up-regulated","up-regulated"
"Qk",5,1.29362441456413,1.1308082780164,1.09826302729529,1.44982925234324,"down-regulated","notAll"
"Rack1",5,2.2258649342801,2.56670571391384,1.89408011343495,1.98394245440674,"up-regulated","up-regulated"
"Rpl10",5,1.52047137029763,1.70714564623194,1.41240694789082,1.3541379059798,"up-regulated","up-regulated"
"Rpl10a",5,2.5953316210908,3.04047897956527,2.15001772421127,2.14618905761825,"up-regulated","up-regulated"
"Rpl19",5,3.62449010424535,4.616165560328,2.93045019496632,3.47366126571242,"up-regulated","up-regulated"
"Rpl24",5,1.70048345671552,2.16738253286477,1.36540233959589,1.59398386979583,"up-regulated","up-regulated"
"Rpl35",5,0.419851941380873,0.531953663933359,0.423821339950372,0.312722516893119,"up-regulated","up-regulated"
"Rpl39",5,4.02319081432241,5.09228166080958,3.34328252392769,3.65712417350868,"up-regulated","up-regulated"
"Rpl6",5,2.71340081583321,3.23285175061825,2.30159517901453,2.4055801787401,"up-regulated","up-regulated"
"Rpl8",5,2.68681069647983,3.11219575686581,2.29875930521092,2.41102957204098,"up-regulated","up-regulated"
"Rps12",5,3.35352772322103,4.07692307692308,2.76121942573555,3.00348761171256,"up-regulated","up-regulated"
"Rps13",5,3.02530593745279,3.69829493687362,2.48138957816377,2.87277483106881,"up-regulated","up-regulated"
"Rps16",5,4.04917661278139,5.04086945203697,3.38170861396668,3.77018091985759,"up-regulated","up-regulated"
"Rps18",5,1.86470765976734,2.90042951971886,0.825948245303084,2.10637215723316,"up-regulated","up-regulated"
"Rps2",5,1.80737271491162,2.50969673304699,0.735909252038284,1.81065174743879,"up-regulated","up-regulated"
"Rps21",5,3.86108173440097,4.60314981127164,3.436866359447,3.61643537019545,"up-regulated","up-regulated"
"Rps27a",5,4.38004230246261,5.39984381101132,3.7320808224034,4.10230327690184,"up-regulated","up-regulated"
"Rps5",5,3.02439945611119,3.66106989457243,2.56100673520028,2.62479110659013,"up-regulated","up-regulated"
"Rps8",5,4.26106662637861,4.99674606273591,3.6339595887983,3.70871176342367,"up-regulated","up-regulated"
"Rtcb",5,0.395528025381478,0.461928934010152,0.375044310528181,0.262442781370341,"up-regulated","up-regulated"
"Srgn",5,0.769376038676537,1.12963686060133,0.769018078695498,0.762842403545739,"up-regulated","up-regulated"
"Tanc2",5,0.69761293246714,0.439151373161525,0.632045373980858,0.691346363438204,"down-regulated","down-regulated"
"Tgfbr1",5,1.73017072065267,1.22686450605232,1.59007444168734,1.57981544721354,"down-regulated","down-regulated"
"Tpt1",5,8.45127662788941,10.0061174020565,6.75951790145339,8.18440746930175,"up-regulated","up-regulated"
"Arhgap5",4,1.07523795135217,0.828712742418326,0.995108117688763,1.04475768364455,"down-regulated","down-regulated"
"Cfh",4,0.799743163619882,0.623714694780685,0.749805033676001,0.768437114001308,"down-regulated","down-regulated"
"Ckb",4,1.75313491463967,1.52518547442405,1.77079049982276,2.03255104265059,"down-regulated","down-regulated"
"Crybb1",4,0.975676084000604,1.01171417415072,0.854803261254874,0.939475405071569,"up-regulated","up-regulated"
"Ctsb",4,8.28508838193081,7.72211375764675,6.21524282169443,5.65668822204461,"up-regulated","notAll"
"Ddit4",4,0.186206375585436,0.248470649485878,0.2487061325771,0.0759282133255831,"up-regulated","notAll"
"Eef1b2",4,1.45346729113159,1.54067421580112,1.17100319035803,1.2388287437332,"up-regulated","up-regulated"
"Eef2",4,1.60145037014655,1.75751659508005,1.38943637008153,1.37949574947323,"up-regulated","up-regulated"
"Epb41l2",4,1.1547061489651,1.00468566966029,1.15193193902871,1.27196105500254,"down-regulated","down-regulated"
"F11r",4,0.425895150324823,0.521020434726018,0.431690889755406,0.693453462181211,"down-regulated","notAll"
"Golm1",4,0.683486931560659,0.611610048158271,0.653314427507976,0.807672745767638,"down-regulated","down-regulated"
"H2-D1",4,1.60945762199728,2.72484706494859,1.48160226869904,1.85540943108334,"up-regulated","up-regulated"
"Hba-a2",4,23.8259555824143,14.6481843030066,36.4261609358384,23.9159340260118,"down-regulated","down-regulated"
"Hexb",4,23.6505514428161,19.1724586749967,24.0241758241758,20.7560851558526,"down-regulated","down-regulated"
"Hmox1",4,1.03195346729113,1.20187426786412,1.38241758241758,1.46922909249437,"down-regulated","notAll"
"Hpgd",4,0.662788940927633,0.421710269426005,0.130733782346686,0.628642011189421,"down-regulated","notAll"
"Hpgds",4,0.877322858437831,0.819862033060003,0.843956043956044,1.09881566518928,"down-regulated","down-regulated"
"Hsp90ab1",4,4.13801178425744,4.73343745932578,4.23381779510812,5.52415897696723,"down-regulated","notAll"
"Hspa1a",4,17.8192325124641,16.2596641936743,17.0334633108827,19.8751725641212,"down-regulated","down-regulated"
"Hspd1",4,0.688925819610213,0.809319276324353,0.800496277915633,1.20896606844438,"down-regulated","notAll"
"Klk8",4,0.258573802689228,0.190290251203957,0.181779510811769,0.288672527791906,"down-regulated","notAll"
"Ly6e",4,1.31016769904819,2.39763113367174,0.421056362991847,2.1299861948703,"up-regulated","up-regulated"
"Mcl1",4,0.757063000453241,1.36496160354028,0.834597660404112,1.02078035312069,"up-regulated","up-regulated"
"Meg3",4,0.0336153497507176,0.380710659898477,0.0467210209145693,0.0552205187822422,"up-regulated","up-regulated"
"Nav2",4,0.635292340232664,0.360145776389431,0.511804324707551,0.545665915861367,"down-regulated","down-regulated"
"Ogfrl1",4,0.385254570176764,0.524274371990108,0.558808933002481,0.342439875027247,"up-regulated","notAll"
"Pdgfb",4,0.441305333131893,0.589222959781335,0.3837646224743,0.771997384291216,"down-regulated","notAll"
"Rgs10",4,2.40111799365463,2.1418716647143,2.21736972704715,2.86674416914917,"down-regulated","down-regulated"
"Rpl13",4,5.80669285390542,6.84263959390863,4.95802906770649,5.27137978638378,"up-regulated","up-regulated"
"Rpl15",4,2.03860099712948,2.38852010933229,1.69968096419709,1.78747366126571,"up-regulated","up-regulated"
"Rpl27a",4,4.68031424686509,5.9535337758688,4.13824884792627,4.64622538690692,"up-regulated","up-regulated"
"Rpl3",4,2.31145188094878,3.10959260705454,2.08727401630627,2.28038944997457,"up-regulated","up-regulated"
"Rpl36a",4,0.890995618673516,1.13601457763894,0.779298121233605,0.75136234832522,"up-regulated","up-regulated"
"Rpl37",4,3.34959963740746,4.09904985031889,2.93009571074087,3.09372956477512,"up-regulated","up-regulated"
"Rpl37a",4,3.94848164375283,4.64597162566706,3.1675292449486,3.57102375935479,"up-regulated","up-regulated"
"Rpl38",4,1.73266354434205,2.16842379278927,1.52782701169798,1.6128024413282,"up-regulated","up-regulated"
"Rpl4",4,1.35911769149418,1.54366783808408,1.1461183977313,1.27530334956042,"up-regulated","up-regulated"
"Rpl41",4,3.30412449010425,3.89860731485097,2.95880893300248,2.93627842766839,"up-regulated","up-regulated"
"Rplp0",4,3.09623810243239,4.1854744240531,2.4265863169089,3.1330378551188,"up-regulated","up-regulated"
"Rps10",4,3.95014352621242,4.96381621762332,3.38482807515066,3.81610114073966,"up-regulated","up-regulated"
"Rps15a",4,3.51389938057108,4.38461538461539,2.96816731655441,3.32304003487612,"up-regulated","up-regulated"
"Rps23",4,3.44372261670947,4.24573734218404,2.76781283232896,3.40790525321514,"up-regulated","up-regulated"
"Rps24",4,5.88215742559299,7.29428608616426,4.8509039347749,5.60996875681174,"up-regulated","up-regulated"
"Rps26",4,1.64684997733797,2.05805024079136,1.48060971286778,1.57509263968611,"up-regulated","up-regulated"
"Rps27",4,1.94258951503248,2.25354679161786,2.00248138957816,1.69628714669767,"up-regulated","up-regulated"
"Rps29",4,4.92423326786524,5.67877131328908,5.49542715349167,4.21521470609605,"up-regulated","up-regulated"
"Rps4x",4,4.48179483305635,5.315241442145,3.77993619283942,4.16973043667805,"up-regulated","up-regulated"
"Rps6",4,1.86244145641336,2.21124560718469,1.49982275788727,1.80571096417932,"up-regulated","up-regulated"
"Rps9",4,4.70010575615652,5.37901861252115,4.4021978021978,4.4268691419022,"up-regulated","up-regulated"
"Selplg",4,5.68265599033087,4.93609267213328,5.46926621765331,5.79960764368234,"down-regulated","down-regulated"
"Susd3",4,0.540262879589062,0.438110113237017,0.386813186813187,0.627116181065175,"down-regulated","notAll"
"Tcn2",4,1.08687112856927,1.01080307171678,1.07848280751507,0.809416551623919,"up-regulated","notAll"
"Trem2",4,5.48995316513068,5.59781335415853,5.6214108472173,6.14618905761825,"down-regulated","notAll"
"Tyrobp",4,6.94508233872186,6.9506703110764,5.55760368663594,7.11916006684589,"down-regulated","notAll"
"Vsir",4,2.40693458226318,2.1869061564493,2.47217298830202,2.66620649567681,"down-regulated","down-regulated"
"Acp2",3,0.227980057410485,0.176363399713654,0.185253456221198,0.242679648332486,"down-regulated","down-regulated"
"Anapc16",3,0.166414866294002,0.207340882467786,0.178021978021978,0.134999636707113,"up-regulated","up-regulated"
"Arhgef40",3,0.115198670494032,0.0709358323571522,0.121304501949663,0.141829542977548,"down-regulated","down-regulated"
"Atp6v0a2",3,0.176461701163318,0.128595600676819,0.161928394186459,0.183462907796265,"down-regulated","down-regulated"
"Bin2",3,0.492445988820063,0.412469087595991,0.485714285714286,0.642592458039672,"down-regulated","down-regulated"
"Blnk",3,0.621015259102583,0.458414681764936,0.635661113080468,0.565865000363293,"down-regulated","down-regulated"
"Bst2",3,0.400135972201239,0.577638943121177,0.180503367600142,0.389667950301533,"up-regulated","up-regulated"
"C5ar1",3,0.240746336304578,0.354418846804634,0.0830911024459412,0.222553222407905,"up-regulated","up-regulated"
"Camk1",3,0.921362743616861,0.693218794741637,0.927330733782347,0.890212889631621,"down-regulated","down-regulated"
"Ccl3",3,2.42619731077202,5.26278797344787,2.54299893654732,3.72738501780135,"up-regulated","up-regulated"
"Cd180",3,0.309261217706602,0.337888845503059,0.161148528890464,0.422073675797428,"down-regulated","notAll"
"Cd52",3,0.970388276174649,1.32135884420148,0.606664303438497,0.891157451137107,"up-regulated","up-regulated"
"Cd68",3,1.72412751170872,1.69842509436418,1.31017369727047,1.7289108479256,"down-regulated","notAll"
"Cmtm6",3,0.573953769451579,0.435116490954054,0.545267635590216,0.609314829615636,"down-regulated","down-regulated"
"Creg1",3,1.04373772473183,0.773005336457113,0.950443105281815,0.837099469592385,"down-regulated","down-regulated"
"Csf3r",3,0.464193987007101,0.356241051672524,0.455015951790145,0.421201772869287,"down-regulated","down-regulated"
"Cttnbp2nl",3,0.411466988971144,0.294416243654822,0.40545905707196,0.434280316791397,"down-regulated","down-regulated"
"Cyfip1",3,0.857380268922798,0.767408564362879,0.653881602268699,0.981690038509046,"down-regulated","notAll"
"Dnajb1",3,0.974845142770811,1.3291682936353,1.174902516838,1.71445179103393,"down-regulated","notAll"
"Dusp1",3,1.52016920985043,3.27033710790056,2.12009925558313,2.40274649422364,"up-regulated","up-regulated"
"Elmo1",3,0.518054086720048,0.424183261746714,0.528110599078341,0.624064520816682,"down-regulated","down-regulated"
"Eng",3,0.21672458075238,0.141611349733177,0.18915278270117,0.228438567172855,"down-regulated","down-regulated"
"Evi2a",3,0.49169058770207,0.443837042821814,0.325983693725629,0.610913318317227,"down-regulated","notAll"
"Fam110a",3,0.0899682731530443,0.0653390602629181,0.0650124069478908,0.123955532950665,"down-regulated","notAll"
"Fam91a1",3,0.168605529536184,0.139008199921905,0.182346685572492,0.220518782242244,"down-regulated","down-regulated"
"Fau",3,7.55537090194894,9.20031237797735,6.49060616802552,7.27799171692218,"up-regulated","up-regulated"
"Fcgr3",3,3.01760084604925,2.96043212286867,2.78220489188231,2.30087916878588,"up-regulated","notAll"
"Fchsd2",3,0.410787127964949,0.250553169334895,0.380574264445232,0.378260553658359,"down-regulated","down-regulated"
"Fgd2",3,0.512539658558695,0.397240661200052,0.54774902516838,0.532660030516602,"down-regulated","down-regulated"
"Ftl1",3,9.46902855416226,11.2716386828062,9.98128323289614,9.16486231199593,"up-regulated","up-regulated"
"Gnai2",3,2.14768091856776,1.98333984120786,2.01807869549805,2.17554312286565,"down-regulated","down-regulated"
"Gnas",3,1.20478924308808,1.5821944552909,1.09691598723857,1.54719174598561,"up-regulated","up-regulated"
"Gngt2",3,0.466837890920079,0.412338930105428,0.374973413683091,0.558671801206132,"down-regulated","notAll"
"Grn",3,3.56428463514126,3.5922165820643,3.09613612194257,2.79459420184553,"up-regulated","up-regulated"
"Ifitm3",3,0.279347333434053,0.430430821293765,0.197164126196384,0.273341567972099,"up-regulated","up-regulated"
"Il6st",3,0.178425744070101,0.154496941298972,0.167458348103509,0.254450337862385,"down-regulated","down-regulated"
"Inpp4b",3,0.115878531500227,0.0821293765456202,0.0974122651542006,0.154762769744968,"down-regulated","down-regulated"
"Irf8",3,1.67366671702674,1.42691656904855,1.43268344558667,1.64673399694834,"down-regulated","down-regulated"
"Itga6",3,0.590648134159239,0.466093973708187,0.36568592697625,0.644190946741263,"down-regulated","notAll"
"Itgam",3,0.44757516241124,0.40843420538852,0.455512229705778,0.614328271452445,"down-regulated","down-regulated"
"Kctd12",3,1.06194289167548,1.06598984771574,0.966820276497696,1.2770471554167,"down-regulated","notAll"
"Ldhb",3,1.18673515636803,1.00872055186776,1.6258064516129,1.27348688512679,"down-regulated","down-regulated"
"Lims1",3,0.2856927028252,0.24092151503319,0.264303438496987,0.339824166242825,"down-regulated","down-regulated"
"Lmo2",3,0.415319534672911,0.342704672653911,0.359872385678837,0.446414299208022,"down-regulated","down-regulated"
"Lrba",3,0.209170569572443,0.155277886242353,0.0500531726338178,0.315919494296302,"down-regulated","notAll"
"Lyz2",3,1.52296419398701,1.16556032799688,1.0590570719603,1.19218193707767,"down-regulated","notAll"
"Man2b1",3,1.96646019036108,1.93908629441624,2.04792626728111,1.54537528155199,"up-regulated","notAll"
"Mt1",3,1.48443873696933,2.16673174541195,1.76469337114498,1.55634672673109,"up-regulated","up-regulated"
"Mtdh",3,1.20342952107569,1.12195756865808,1.27642679900744,1.33037855118797,"down-regulated","down-regulated"
"Nckap1l",3,0.385330110288563,0.300663803201874,0.378234668557249,0.438712490009446,"down-regulated","down-regulated"
"Nr3c1",3,0.284861761595407,0.212807497071456,0.257142857142857,0.323766620649568,"down-regulated","down-regulated"
"Numa1",3,0.192174044417586,0.144084342053885,0.20184331797235,0.229310470100995,"down-regulated","down-regulated"
"Pdlim4",3,0.209925970690437,0.154106468827281,0.189294576391351,0.25524958221318,"down-regulated","down-regulated"
"Plxnb2",3,0.33449161504759,0.283613171938045,0.335483870967742,0.403763714306474,"down-regulated","down-regulated"
"Pmepa1",3,2.05884574709171,1.26981647793831,2.11577454803261,1.51435006902565,"down-regulated","down-regulated"
"Prex1",3,0.397114367729264,0.29142262137186,0.35136476426799,0.420547845673182,"down-regulated","down-regulated"
"Ptn",3,0.162562320592234,0.1293765456202,0.221978021978022,0.510571823003706,"down-regulated","down-regulated"
"Ptpn6",3,0.488517903006496,0.411037355199792,0.421836228287841,0.514204751870958,"down-regulated","down-regulated"
"Rab3il1",3,0.48693156065871,0.350514122087726,0.445586671393123,0.471917459856136,"down-regulated","down-regulated"
"Rasgrp3",3,0.369240066475298,0.291943251334114,0.403119461183977,0.377679285039599,"down-regulated","down-regulated"
"Rpl11",3,2.13944704638163,2.51047767799037,1.94874158099965,1.96701300588534,"up-regulated","up-regulated"
"Rpl18",3,2.66973863121317,3.24560718469348,2.26238922367955,2.57276756521107,"up-regulated","up-regulated"
"Rpl18a",3,4.54048949992446,5.72393596251464,3.68876285005317,4.5818498873792,"up-regulated","up-regulated"
"Rpl22",3,1.76114216649041,1.94598464141611,1.46430343849699,1.62573566809562,"up-regulated","up-regulated"
"Rpl26",3,3.69134310318779,4.52739815176363,1.81297412265154,3.64331904381312,"up-regulated","up-regulated"
"Rpl28",3,3.06232059223448,3.38019002993622,2.40425381070542,2.73995495168205,"up-regulated","up-regulated"
"Rpl29",3,0.728810998640278,1.76610698945724,0.0998936547323644,1.34629077962653,"up-regulated","up-regulated"
"Rpl30",3,3.94704638162864,4.96759078484967,3.11619992910315,4.0353120685897,"up-regulated","up-regulated"
"Rpl34",3,3.60167699048195,4.26122608356111,3.06189294576391,3.35631766330015,"up-regulated","up-regulated"
"Rpl35a",3,4.11134612479226,5.24951190941039,2.95519319390287,4.19574220736758,"up-regulated","up-regulated"
"Rpl7",3,2.52961172382535,2.78315762072107,2.08840836582772,2.31352176124391,"up-regulated","up-regulated"
"Rpl7a",3,1.15153346426953,1.36639333593648,1.00645161290323,1.06423018237303,"up-regulated","up-regulated"
"Rplp1",3,7.24558090345974,8.1054275673565,6.28606876993974,7.12693453462181,"up-regulated","up-regulated"
"Rplp2",3,2.25404139598127,2.7498373031368,2.04558667139312,2.26927268764078,"up-regulated","up-regulated"
"Rps14",3,4.05423780027194,5.42249121436939,3.09861751152074,4.69338080360387,"up-regulated","up-regulated"
"Rps25",3,2.12056201843179,2.6708317063647,1.86976249556895,2.11581777228802,"up-regulated","up-regulated"
"Rps3",3,3.57334944855718,3.95223220096317,3.11272598369373,3.31533822567754,"up-regulated","up-regulated"
"Rps3a1",3,3.86009971294758,4.32096837172979,3.15490960652251,3.64004940783259,"up-regulated","up-regulated"
"Rtn4rl1",3,0.181522888653875,0.141220877261486,0.0869904289259128,0.22277119813994,"down-regulated","notAll"
"Sec14l1",3,0.195648889560357,0.135754262657816,0.191634172279334,0.192545229964397,"down-regulated","down-regulated"
"Serpine2",3,0.876340836984439,0.920083300793961,0.792484934420418,0.991571605027974,"down-regulated","notAll"
"Slc12a2",3,0.214609457621997,0.149941429129246,0.181283232896136,0.23541379059798,"down-regulated","down-regulated"
"Slc29a3",3,0.613385707810848,0.44657035012365,0.605813541297412,0.581849887379205,"down-regulated","down-regulated"
"Slc40a1",3,0.211436772926424,0.144344657035012,0.235448422545197,0.236939620722226,"down-regulated","down-regulated"
"Smap2",3,0.739462154403989,0.742938956136926,0.69195320808224,1.00414153890867,"down-regulated","notAll"
"Spp1",3,0.804048949992446,0.871144084342054,0.228500531726338,0.238683426578508,"up-regulated","up-regulated"
"Timp2",3,1.44757516241124,1.428868931407,1.17171215880893,1.43478892683281,"down-regulated","notAll"
"Tmem176a",3,1.5361837135519,0.914096056228036,1.40389932647997,0.866598851994478,"up-regulated","notAll"
"Tmem176b",3,2.14760537845596,1.5146427176884,2.10301311591634,1.41349996367071,"up-regulated","notAll"
"Tsc22d3",3,0.330185828675026,0.561499414291292,0.581141439205955,0.383782605536584,"up-regulated","notAll"
"Unc93b1",3,2.39016467744372,2.06221528048939,2.28862105636299,2.46806655525685,"down-regulated","down-regulated"
"Upk1b",3,0.0282520018129627,0.0283743329428609,0.00255228642325417,0.106226840078471,"down-regulated","notAll"
"Abhd12",2,2.02659011935338,1.76454509957048,1.66806097128678,1.93075637579016,"down-regulated","notAll"
"Abi3",2,0.85594500679861,0.656384224912144,0.798936547323644,0.821768509772579,"down-regulated","down-regulated"
"AC160336.1",2,1.10998640277988,1.19068072367565,1.2694080113435,0.975732035166751,"up-regulated","notAll"
"Adgre1",2,0.459057259404744,0.362228296238449,0.548032612548742,0.47053694688658,"down-regulated","down-regulated"
"Adrb1",2,0.239159993956791,0.254848366523493,0.228429634881248,0.189784204025285,"up-regulated","up-regulated"
"Akap13",2,0.461625623205922,0.385786802030457,0.430060262318327,0.499818353556637,"down-regulated","down-regulated"
"Alox5ap",2,0.682353829883668,0.771964076532604,0.662247429989365,0.694615999418731,"up-regulated","up-regulated"
"Arid1a",2,0.278365311980662,0.234804112976702,0.269408011343495,0.33313957712708,"down-regulated","down-regulated"
"Asb2",2,0.103112252606134,0.0648184303006638,0.102942219071251,0.11138559906997,"down-regulated","down-regulated"
"Atp8a2",2,0.161202598579846,0.134322530261617,0.130237504431053,0.182300370558744,"down-regulated","notAll"
"Bag3",2,0.259178123583623,0.272549785240141,0.300673520028359,0.433917023904672,"down-regulated","notAll"
"Bhlhe41",2,0.399833811754041,0.424313419237277,0.462885501595179,0.304366780498438,"up-regulated","notAll"
"Bmyc",2,0.38925819610213,0.263048288428999,0.429493087557604,0.32006103320497,"down-regulated","down-regulated"
"Calm2",2,1.17563075993352,1.01522842639594,1.10166607585962,1.29245077381385,"down-regulated","down-regulated"
"Cbl",2,0.236667170267412,0.197709228166081,0.188372917405175,0.297827508537383,"down-regulated","notAll"
"Ccdc50",2,0.232739084453845,0.161525445789405,0.211272598369373,0.224079052532151,"down-regulated","down-regulated"
"Ccl12",2,0.545928387974014,0.630222569308864,0.45771003190358,0.648695778536656,"down-regulated","notAll"
"Ccl9",2,0.261444326937604,0.396850188728361,0.108755760368664,0.483106880767275,"down-regulated","notAll"
"Cd14",2,1.21189001359722,1.13276064037485,1.13498759305211,0.887669839424544,"up-regulated","notAll"
"Cd300lf",2,0.0449463665206224,0.083430951451256,0.0683445586671393,0.0217249146261716,"up-regulated","up-regulated"
"Cd63",2,2.64058014805862,2.24261356241052,1.9092520382843,1.68342657850759,"up-regulated","notAll"
"Cd83",2,1.09487838042,1.65742548483665,1.13789436370082,1.37942309089588,"up-regulated","up-regulated"
"Cd9",2,3.67427103792114,3.30600026031498,2.35774548032613,3.07098743006612,"up-regulated","notAll"
"Cdc42",2,1.28675026439039,1.09032929845113,1.19198865650479,1.26847344328998,"down-regulated","down-regulated"
"Cirbp",2,0.131137634083698,0.249381751919823,0.180503367600142,0.168640558017874,"up-regulated","up-regulated"
"Clip1",2,0.245656443571536,0.287257581673825,0.238709677419355,0.360749836518201,"down-regulated","notAll"
"Clstn1",2,0.111799365463061,0.099310165300013,0.12258064516129,0.151856426651166,"down-regulated","down-regulated"
"Cmtm7",2,0.733494485571839,0.548223350253807,0.736689117334279,0.642083847998256,"down-regulated","down-regulated"
"Cox4i1",2,1.40716120259858,1.56631524144215,1.2841545551223,1.38785148586791,"up-regulated","up-regulated"
"Csnk1e",2,0.475222843329808,0.420929324482624,0.48826657213754,0.513914117561578,"down-regulated","down-regulated"
"Ctsc",2,1.60379211361233,1.25914356371209,1.37830556540234,1.04926251543995,"up-regulated","notAll"
"Ddx17",2,0.163166641486629,0.117662371469478,0.161006735200284,0.191745985613602,"down-regulated","down-regulated"
"Ddx3x",2,0.451956488895604,0.711961473382793,0.491456930166608,0.931846254450338,"down-regulated","notAll"
"Dock10",2,0.507025230397341,0.369517115710009,0.496845090393478,0.478238756085156,"down-regulated","down-regulated"
"Dock2",2,0.337664299743164,0.280489392164519,0.27919177596597,0.348761171256267,"down-regulated","notAll"
"Dst",2,0.446366520622451,0.5218013796694,0.442183622828784,0.572258955169658,"down-regulated","notAll"
"Dusp7",2,0.112781386916453,0.0913705583756345,0.0676355902162354,0.152437695269927,"down-regulated","notAll"
"Eif1",2,2.166414866294,2.46075751659508,2.09627791563275,2.31911647169948,"up-regulated","up-regulated"
"Eif4a1",2,1.14511255476658,1.30365742548484,1.12442396313364,1.07113274722081,"up-regulated","up-regulated"
"Eif4g2",2,0.455884574709171,0.410646882728101,0.469549805033676,0.504395843929376,"down-regulated","down-regulated"
"Ets1",2,0.108928841214685,0.122998828582585,0.0481389578163772,0.188113056746349,"down-regulated","notAll"
"Evl",2,0.413808732436924,0.305349472862163,0.38192130450195,0.399622175397806,"down-regulated","down-regulated"
"Fam46c",2,0.456942136274362,0.494858779122739,0.483516483516484,0.548354283223135,"down-regulated","notAll"
"Fcer1g",2,4.22798005741048,4.84133801900299,3.40850762141085,4.97326164353702,"down-regulated","notAll"
"Fosb",2,0.518507327390844,1.13601457763894,0.68294930875576,1.23991862239337,"down-regulated","notAll"
"Frmd4a",2,0.918794379815682,0.646101783157621,0.842609003899326,0.815447213543559,"down-regulated","down-regulated"
"Gm13889",2,0.447424082187642,0.290771833919042,0.355547678128323,0.376952699266148,"down-regulated","down-regulated"
"Gm32849",2,0.139975827164224,0.0838214239229468,0.11534916696207,0.127806437549953,"down-regulated","down-regulated"
"Gpr65",2,0.0901948934884424,0.146036704412339,0.0843672456575682,0.071931991571605,"up-regulated","up-regulated"
"Hba-a1",2,30.692400664753,20.9086294416244,45.8367954626019,31.3342294557873,"down-regulated","down-regulated"
"Hnrnph1",2,0.242106058316966,0.223089938825979,0.242821694434598,0.303349560415607,"down-regulated","down-regulated"
"Hnrnpul1",2,0.239386614292189,0.194455290901991,0.243956043956044,0.262515439947686,"down-regulated","down-regulated"
"Hvcn1",2,0.2976280404895,0.274502147598594,0.248351648351648,0.314611639904091,"down-regulated","notAll"
"Ier3",2,0.529687263937151,1.20669009501497,0.5062743707905,0.66024849233452,"up-regulated","up-regulated"
"Ier5",2,1.72745127662789,1.99492385786802,1.89138603332152,2.19792196468793,"down-regulated","notAll"
"Il1b",2,0.215289318628192,0.322400104125992,0.237008153137185,0.148950083557364,"up-regulated","up-regulated"
"Irf2bp2",2,0.377247318326031,0.434986333463491,0.420630981921304,0.334956041560706,"up-regulated","up-regulated"
"Irf7",2,0.0521982172533615,0.0956657555642327,0.0278624601205246,0.0401801932718157,"up-regulated","up-regulated"
"Ivns1abp",2,0.549780933675782,0.428999088897566,0.518185040765686,0.577563031315847,"down-regulated","down-regulated"
"Jam2",2,0.147831998791358,0.1082910321489,0.161006735200284,0.16355445760372,"down-regulated","down-regulated"
"Jmjd1c",2,0.616029611723825,0.657165169855525,0.633392414037575,0.793794957494732,"down-regulated","notAll"
"Klhdc8b",2,0.108853301102886,0.0808278016399844,0.0595533498759305,0.140957640049408,"down-regulated","notAll"
"Lcp1",2,1.14420607342499,1.04399323181049,1.09996455157745,1.1939984015113,"down-regulated","down-regulated"
"Lhfpl2",2,0.367502643903913,0.223089938825979,0.404324707550514,0.313376444089225,"down-regulated","down-regulated"
"Lifr",2,0.12139295966158,0.134713002733307,0.125203828429635,0.0882075128968975,"up-regulated","up-regulated"
"Limd2",2,0.584227224656293,0.464662241311988,0.493938319744771,0.547191745985614,"down-regulated","down-regulated"
"Lpcat3",2,0.311829581507781,0.254457894051803,0.34420418291386,0.326309670856645,"down-regulated","down-regulated"
"Man1c1",2,0.224203051820517,0.158141351034752,0.207089684509039,0.207076945433408,"down-regulated","down-regulated"
"Mgat1",2,0.199803595709322,0.177144344657035,0.200212690535271,0.238320133691782,"down-regulated","down-regulated"
"Ms4a6c",2,0.136047741350657,0.221137576467526,0.121871676710386,0.106590132965197,"up-regulated","up-regulated"
"Mtss1",2,0.193382686206376,0.132760640374854,0.202056008507621,0.211581777228802,"down-regulated","down-regulated"
"Myh9",2,0.313415923855567,0.259664193674346,0.290960652250975,0.354501198866526,"down-regulated","down-regulated"
"Myo1f",2,0.237724731832603,0.156319146166862,0.2162353775257,0.196904744605101,"down-regulated","down-regulated"
"Nav3",2,0.382232965704789,0.29142262137186,0.317546969159872,0.442854028918114,"down-regulated","down-regulated"
"Neurl3",2,0.579166037165735,0.683587140439932,0.517972350230415,0.743442563394609,"down-regulated","notAll"
"Nfkbia",2,1.40701012237498,2.49316673174541,1.68543069833392,2.15607062413718,"up-regulated","up-regulated"
"Nrp1",2,0.298610061942892,0.254848366523493,0.14597660404112,0.30066119305384,"down-regulated","notAll"
"Ntpcr",2,0.459434959963741,0.398281921124561,0.532364409783765,0.46465160212163,"down-regulated","down-regulated"
