gene	Arf1_WT.signed.value	aging.signed.value
Akap8l	-0.000120627142489898	-0.0212931267497693
Akap9	-0.171130851225209	0.00920583032017943
Akna	-0.0278398581543799	-0.195123792476083
Akt1	-0.0125172363347145	-0.0465924849691417
Akt1s1	-0.00776496490469122	-4.03621292488453e-05
Akt2	-0.0452787921642537	-0.00358912112231275
Akt3	-4.40373807612023e-05	0.0182076283017471
Aktip	-0.00337951425509193	-0.25990280562326
Alad	0.0215607571914098	0.128683766687074
Alas1	0.0062934022699345	0.115477256890336
Alas2	-0.0233076016900234	0.111800885929665
Alb	-0.000233879126365001	0.00032162120626973
Alcam	0.00844067564079255	2.75302613222743
Aldh16a1	-6.83393957398969e-05	0.00117361855508423
Aldh18a1	-0.000865768836940192	-0.00614249499529876
Aldh1a2	-0.00105326349958439	-3.95231478674215e-05
Aldh1l1	0.000924092183964185	0.0446819622444853
Aldh1l2	-0.000280602508464456	-1.35369268431977
Aldh2	0.00258085407993244	0.654909860984021
Aldh3a2	-0.0561274248141467	-0.039656858297577
Aldh3b1	-0.000834962922242304	0.116232423464274
Aldh4a1	-0.0278978653191092	-0.00327105468371909
Aldh5a1	-0.00209027133762838	-0.0264799588752488
Aldh6a1	-0.00273859826160189	0.00373378067985936
Aldh7a1	-7.39654308200939e-05	-0.0139571161049291
Aldh9a1	-0.00878411992493517	0.000482361277140579
Aldoc	-0.0340522443815002	0.0304103910493421
Alg1	-0.000190797822913944	0.000153619761161575
Alg10b	0.000983743749350805	0.00883703700387367
Alg11	-0.0179511393111391	-0.000746366523397011
Alg12	-0.000620969098850472	-0.0127637635226021
Alg14	-0.00632980136015571	-0.0292943549525986
Alg2	0.00590633755664901	-0.0172689102401083
Alg3	0.00138757901769215	-0.00152600996754908
Alg5	0.387748181954526	0.0157456358038023
Alg6	-0.000155489912920473	-0.00838626906449023
Alg8	-0.00652890501298933	-0.118484609666409
Alg9	-0.019674316546463	-0.00927725976215486
Alkbh2	0.346555164756347	-0.000798554217078726
Alkbh3	9.5631834643895e-05	0.227586661331461
Alkbh4	-0.00166036646644648	0.0951537289297992
Alkbh5	-0.0235936688748731	0.0485252093356378
Alkbh7	-0.00762538441268557	-0.179447187744428
Alkbh8	-0.000530536720570518	-0.00452310468818451
Alox15	-0.000249094155534384	-0.000431613537941599
Alox5	0.372344900612346	0.0236431891821277
Alox5ap	0.358737257554967	0.0052828390843888
Als2	-0.00229287055455374	-0.00500984371047405
Alx3	-0.00199861335016859	0.0124465060745784
Alx4	-0.00313475809065411	0.0679955228622124
Amacr	-0.000581714717818908	-0.0165421681688688
Amdhd2	0.00559361669647124	0.0396039540901661
Amfr	-0.118724067572232	-0.196721201819074
Amigo1	-0.0253168079570294	-2.45922118780743
Amigo2	-0.000113139898053302	-0.00271877229923999
Ammecr1l	-0.0126375899920586	-0.0213548893190812
Amotl2	-0.00739398622924967	1.73422436177955e-05
Ampd2	0.000947893627501926	-0.000343620538190398
Ampd3	-0.000772999223528313	-6.93599309218701e-05
Amph	-0.000337723078063213	-2.14588339038764e-05
Amt	0.000216420440605765	0.0170328572241474
Anapc1	-0.107878868277122	-0.0625182277992828
Anapc13	-0.0780033927353681	-0.00072026242321283
Anapc2	-0.0888587833445918	-0.0765175525951877
Anapc4	-0.00750341376729679	0.000630640831504004
Anapc5	-8.02464019470064e-05	0.0695304951872423
Anapc7	-0.020928780821863	0.0610605972163151
Angel1	-0.00123938564053746	-0.046538428862779
Angel2	-0.0360041806424194	-0.0162881004919055
Angpt2	0.00474402093957966	1.0563746156782e-05
Angptl3	0.000127274012996461	-0.000696592075081783
Angptl4	-0.00123091748786983	-0.00598052979435572
Angptl7	0.00226346234794696	-0.0014068231493792
Ank1	-0.00222859920662473	-0.0136834634071705
Ank2	-0.505871712656124	0.219713836337637
Ank3	1.15435750874287e-05	0.00996774463362766
Ankfy1	-0.103969471391346	-0.00669754624416133
Ankib1	-0.0699048998579989	-0.0164333004342967
Ankmy2	-0.00632935816926424	-0.0594336979551556
Ankra2	-0.00028271223825227	-0.0701174788290861
Ankrd10	-0.0259030329166922	-0.0803086555906807
Ankrd12	-0.0521389209357759	-0.00165799225984359
Ankrd13a	-0.129641157172176	0.00215875613118768
Ankrd13b	0.00738962258211623	0.00240692646201085
Ankrd13c	-0.0657203617986574	-0.00401712774175052
Ankrd13d	-0.0136830373055238	-0.362424153454733
Ankrd16	0.0050079290738666	0.0311199480501768
Ankrd17	-0.617453022431494	-0.075200844048473
Ankrd23	0.000108438234940903	-0.0197166006115658
Ankrd24	0.00930262924577096	-2.09516991919891e-05
Ankrd27	-0.0129521677556042	8.86541358477716e-08
Ankrd35	4.46008030528377e-05	-0.0127132707316841
Ankrd39	0.000456514219975427	-0.0115536749724976
Ankrd40	-0.0691822353826276	0.0198287637474929
Ankrd46	-0.00499523628603296	-0.013111775162653
Ankrd49	-0.00025254093170388	0.0689374971186415
Ankrd54	0.00934201387148501	-0.045228598182807
Ankrd6	1.36528364789784e-05	0.15688708946569
Ankrd9	-0.000166802443156341	0.040760563663989
Anks3	-0.0301359371093757	-0.0741768977892307
Anks6	-0.0526664871693563	-2.49351058131826
Ankzf1	-0.000960006119937528	-0.151153397682935
Anln	0.0686962537322702	0.000229095471107675
Anp32a	-0.417162283946485	-1.20132513033995
Anp32b	0.30574859246194	0.000795676786107584
Anp32e	-0.0103354583434283	0.00367917052417716
Anpep	-0.00586113633082586	7.32236549587191e-05
Antxr1	-1.25794733295031e-06	0.00459055803414322
Anxa1	-0.0151098351603159	0.411894337561483
Anxa11	0.000915287056303873	0.0348575744360781
Anxa2	-0.0112145930656575	7.41389894552263
Anxa3	-0.211147754642877	1.26034180232837
Anxa4	0.0113535204582654	1.78435867970732
Anxa5	0.640486440729307	3.66754022556877
Anxa6	-0.0917012295924524	-0.00127389357106416
Anxa7	-0.00125610552249928	-0.171298357090356
Anxa9	-0.00166926804234804	0.00753074660142982
Aoah	0.0044828962490061	1.30163236534615
Aoc2	-0.000714632806247301	-0.00624501068808509
Ap1b1	-0.0569372646837772	-0.209307183078651
Ap1g1	-0.137064345751619	-0.013102072806743
Ap1g2	-0.00177104356037918	0.000321735275924666
Ap1m1	-0.00269658800975501	-0.00135028661395597
Ap1s1	0.000333212076350859	-0.0155266116534719
Ap1s2	0.0712491968157061	0.00174870472092686
Ap1s3	-0.000196058434014615	0.00444201516979661
Ap2a1	-0.0119804167611215	-0.00772227462285808
Ap2a2	-0.0579629645482392	-0.0517095240322598
Ap2b1	-0.0843677649397683	-0.0401575156131259
Ap2m1	-0.0254067865559811	-0.0668203620234316
Ap2s1	-0.0689125461278951	-0.0697626713708385
Ap3b1	-0.0341698372552997	0.0191595480657577
Ap3b2	0.0050681721610777	-0.00017800260504845
Ap3d1	-0.00831339473034761	-0.00212355354348473
Ap3m1	-0.0126187457942619	-0.887637606263521
Ap3m2	-0.0558333655957517	-0.0187702449836959
Ap3s2	-0.0269799529990229	-0.0542209957953493
Ap4m1	0.000319592718483417	-0.00238354023664834
Ap4s1	-0.0106246176157216	-0.162675158750989
Apaf1	0.00119459007685057	0.09748779154795
Apba1	-0.0213994975522886	-0.0114539163560267
Apba2	-0.000481085141757251	0.0876728806265364
Apba3	-0.00373038622549437	7.9668514662001e-05
Apbb1	0.00404174046985329	0.0103784543674122
Apbb1ip	-3.44447187162632	-2.78427428627544e-05
Apbb2	-0.000614136179133368	0.0498713823391886
Apc	-0.281663085201681	-0.00388729301302198
Apeh	-0.00700770914253036	-0.0231590772090682
Apex1	-0.00187223225668611	-0.17305325516128
Apex2	-0.000465355996774815	-0.040174366327563
Aph1a	-0.000524789250474529	0.00489663324318978
Aph1b	-0.00289470006173119	0.0119797050824938
Api5	-0.00816551686592427	0.000828322840905123
Apip	-0.00192158642829127	-0.0107935699347186
Aplp1	0.282374875068172	-0.000378436717675345
Aplp2	0.637481354779909	1.40916809758549
Apoa2	-1.07405039660581e-06	-0.000920763198511935
Apobec1	-6.6062243724204e-06	0.263815550041368
Apoc1	1.27002131769118	0.0198641551776581
Apoc3	0.000313683924213138	0.000272208078667683
Apoc4	0.556952518906755	-0.0371560147815561
Apoe	280.709245207354	23.2023058335324
Apool	-0.0142689117956978	-0.00368206163142512
App	-0.00810976191098943	0.485825679701223
Appbp2	-0.119605427867761	-0.0175254835832499
Appl1	-0.00944710589934534	-0.138870388575568
Appl2	-0.0226017644155524	-0.00376006098800315
Aprt	0.0154578047034053	0.53320117123737
Aptx	0.00513710728993313	-0.060669730111881
Aqp1	-0.00193565671205943	8.97688359710793e-05
Araf	-0.0161235071087843	0.000866948434962376
Arc	0.00252387144822627	0.00328823544786075
Arcn1	-0.0541008355023215	-0.00975055828124
Areg	0.00444790128901634	-0.0014492469363826
Arf3	-0.0605849475234485	0.0920311707169317
Arf4	0.0428829724363386	0.00339626915139318
Arf5	0.0464501581115874	-0.00165256918555438
Arf6	0.104166076661632	0.00658728757823181
Arfgap1	5.77385433796662e-05	0.00339896131453565
Arfgap3	-0.00395350564502521	0.00820830698899679
Arfip2	0.0332212064177759	0.012501641458101
Arfrp1	0.00073241243240579	1.99312181258947e-06
Arg2	-0.000160134356397789	0.00854628796558366
Arhgap1	-0.0209398685306367	-6.59892802077997e-07
Arhgap10	-0.00347982512792798	0.000405541779792825
Arhgap12	-0.129128280143666	-0.286000990270137
Arhgap15	0.000117209815446	0.0397193932867091
Arhgap17	-0.479946925357496	0.0178054643854796
Arhgap18	-0.0803140369762034	-0.799799530559362
Arhgap19	-0.000611913709519926	-0.00983944473506973
Arhgap22	-0.0111720285018626	-0.0667937511997361
Arhgap24	0.0208349615833136	0.028184595265237
Arhgap25	-0.0204648951472532	-0.00833971001684638
Arhgap26	0.0150422365093365	0.204141647716887
Arhgap27	-0.938163071699139	-0.308946112357041
Arhgap29	-0.0256412093594231	-1.41024887375842
Arhgap30	-0.00843808395411342	0.072027114425506
Arhgap4	-0.187283132625474	-0.075506665744104
Arhgap5	-7.06372115173477	-0.000251265807040585
Arhgap9	-0.001805152531102	0.0311687630396632
Arhgdib	-0.413352718502228	-0.000390954040110987
Arhgef1	-0.088148023294742	-0.209135703479659
Arhgef10	-0.00131678315201415	-0.0160035044661685
Arhgef10l	-0.0271698809896319	-0.0013727944272257
Arhgef15	-0.00671667999778648	0.00983464465114167
Arhgef18	-0.0448904511778854	0.00952742570972414
Arhgef2	-0.113277789548346	-0.00538209730708777
Arhgef3	-0.00291310789094884	0.0374687279616
Arhgef6	-0.305122507950882	-0.395490446150177
Arhgef7	0.000521565686988292	-0.000964604606633869
Arid1a	-3.70275383600782	-0.0227843336694157
Arid2	-0.105834457029779	-0.0303901138403123
Arid3a	-0.084476908890592	-0.0324628098782081
Arid3b	-0.0124465140977267	1.36389568514396e-06
Arid4a	-0.245070470483245	0.000362120121179909
Arid4b	0.00435142796549828	-0.00670924171313693
Arid5a	-0.0520388305857594	-0.0802701204745208
Arid5b	0.0249008291923977	0.20725085729779
Arih1	-0.000720582306619351	0.14445027225043
Arih2	0.000213186427654424	-0.0943982745389126
Arl1	-0.241429760759975	-0.468642825094323
Arl10	0.00646022231109007	-0.00227894106825753
Arl11	0.00930057098240234	0.00744590958263346
Arl16	-0.000494043396362029	-0.0409911440347772
Arl2	-0.00822632886515501	3.84077106514594e-05
Arl2bp	-0.0118026435850322	0.00597458087174118
Arl3	-0.0102381837294633	0.00017329152114016
Arl4a	-0.00389100945471964	0.000187601374378093
Arl4c	0.558842117636078	-0.00398261821309626
Arl4d	0.00418744435694279	0.000289814435416108
Arl5a	-0.00117189161680245	-0.0077337054291042
Arl5b	-0.0178848884057821	-0.00204707663688556
Arl5c	0.649380988279908	0.140014236008913
Arl6	0.000656309205438245	0.0997577314608674
Arl6ip1	-2.60764093913186	-0.00074375509439424
Arl6ip4	0.00557992523801894	-0.471106965946483
Arl6ip5	0.00343708494565838	-0.196776490359497
Arl6ip6	0.00231944521799581	-0.000211026948468635
Arl8a	0.0369367659611333	-0.0359289963950606
Arl8b	-0.170511969919669	0.0195484665834149
Arl9	9.99123858882736e-05	0.0266249437158457
Armc10	-0.000267985029841273	-6.2239208305417e-05
Armc3	-0.326426641048015	-0.637813267940047
Armc5	-0.00787217597034304	0.0190567513663785
Armc6	0.0143151394553275	0.00574440403560541
Armc7	-0.0293617731388947	-0.00873545826770309
Armc8	-0.0180710375885623	0.114958635202164
Armc9	1.85155793387635e-06	0.000352358899991024
Armcx2	-0.000189811804815035	-1.06873791012207
Armcx3	-0.0140731521532549	-0.500322430900665
Armcx6	-0.0012269221211026	0.0185745849059973
Arnt	-0.0108116155197968	-0.000111668360444664
Arnt2	-0.000473243178144618	-0.000400073242233847
Arntl	6.49256962539618e-05	-0.00400549356100793
Arpc1a	0.0109393755594169	-0.0126779980705694
Arpc1b	1.18683921317001	-0.0582780419741329
Arpc3	0.0048243319473963	0.0230944306821193
Arpc4	-0.526882718075148	0.00230040541256468
Arpc5	-0.0421141029111804	0.0544842871433575
Arpc5l	-0.0467343078161686	-0.00683169822084265
Arpp19	-0.000818140254076471	-0.181252378992225
Arpp21	1.53599672878722e-05	0.0431362822591902
Arrb1	-0.101928192219746	-0.396211078715037
Arrb2	0.00304541527235695	-0.528131841507381
Arrdc1	0.00567379406880049	-0.0403222327437955
Arrdc2	0.0309875045548099	0.0039745901552869
Arrdc3	-0.361255640965589	-0.150727981259659
Arrdc4	0.0762779115208175	0.129309647137835
Arsa	-0.000366604458635069	-0.293209186647504
Arsb	0.129259660142029	-1.57916048871998
Arsg	-0.0116052991513511	1.32151275319574
Arsk	-0.0124689975876527	-0.498794808989806
Art3	-0.0432449365790184	0.00168117545965251
Arv1	-0.00207622371166018	-0.0040392850625492
Arvcf	-0.454284547022083	-0.000468271284931638
Arx	-0.00327671337792646	0.0022234872944596
Arxes2	0.00053673909739302	-0.000155711270230723
As3mt	-0.162208147909259	3.54350765253467e-05
Asah1	0.359246934103508	0.00274731962256575
Asah2	0.000861722597167496	-0.0244180274724492
Asb10	-0.0117328252406539	-0.0204346680524493
Asb11	0.00066174587427481	0.00316187875689113
Asb13	-0.0184219439640169	-0.00157840845287815
Asb2	-1.29436242510705	-0.0929953410170185
Asb3	-0.00514862791678032	-0.090442596964362
Asb6	0.00110080634700685	0.00369791897053889
Asb7	-0.0806229128451486	-0.0193539329288386
Asb8	-0.0226192498728509	-0.0546665448918799
Ascc1	-0.00233488150938577	-0.00401769365617921
Ascc2	-0.0171123888748496	-0.137663063517732
Ascl2	-0.0175639075361661	0.0167532025239932
Asf1a	0.000219426917217183	3.72532571381911e-05
Asf1b	7.1213442854141e-05	-8.02130919528283e-05
Asgr2	7.71747662308371e-05	-0.000333446328901498
Ash1l	-0.33270696793563	0.00258401118974173
Ash2l	-0.0241691691010342	-0.148709128634597
Asl	-0.0843555323191366	0.000951325360878546
Asns	0.000545335132912802	0.283057666832284
Asph	-0.355436311326528	-0.149998565319168
Asphd1	0.000186673522901415	-0.00375295784898681
Aspm	4.62087832530641e-05	0.0264146096218829
Asprv1	-0.000233936407654101	-0.00725776525931397
Aspscr1	-0.0277121286162222	0.0147122747023479
Asrgl1	-0.00414520867954493	0.0125876172659133
Ass1	0.00379420431810404	0.0791339297780672
Aste1	-0.00130305035871679	0.0020683734444582
Astn2	-0.00269236338994905	0.000283113885515142
Asxl2	0.004277956804926	-0.00139024153527294
Atad1	-0.0481662928531234	-0.0140259032237278
Atad3a	0.0350214187910675	0.0323729697811793
Ate1	-0.0197383087649389	-0.210579373271163
Atf1	-0.0023694025683774	0.0263965104311598
Atf2	-0.00850980138363654	-0.00401577829736914
Atf3	-0.01758230771127	1.36454251394795
Atf4	-0.0116992856520811	-0.102894837002008
Atf5	0.000561705645342025	0.00342838650019746
Atf7ip	-0.120278650128321	-0.0955645030870314
Atg10	-0.00212074830571852	-0.0663327717753735
Atg12	0.00187992687510939	-0.00749798575643052
Atg16l1	-0.00160281662754116	-0.0210701263827586
Atg2a	0.0173405054532186	-0.0057049106723195
Atg2b	-0.0131621684116443	0.0353158447598057
Atg3	0.00137756938832254	0.00389600306354312
Atg4b	-0.0151741075491081	-0.0177790217750472
Atg4c	-0.000812651195385407	-0.000188581759269749
Atg4d	0.00142634840419683	-0.035864711512877
Atg5	-0.240556620181674	-0.167911581868876
Atg7	-0.001117725078504	0.00107122984752859
Atic	0.00452556072205892	-6.87140122523363e-05
Atm	-0.00234500361508933	-0.000213774056337239
Atox1	-0.0212003188404369	0.226525018056861
Atp10a	-1.13212545614586e-05	0.00946145315130161
Atp11c	-0.00166742417404339	-0.21271094825072
Atp13a1	-0.0337841931712456	0.011279600794863
Atp13a2	0.174535780790267	0.33865266866196
Atp1a1	0.0854524295897619	0.498177368800154
Atp1a2	-3.55894846590094	0.0115557943983813
Atp1a3	0.0313103767523432	-3.76408936946297e-06
Atp1b1	0.081381851515787	0.818774903622215
Atp1b2	-0.232880992645582	0.0820919661872478
Atp1b3	-0.0020243475670208	-0.0471711736351228
Atp1b4	-0.0253203774274083	0.00336682220789639
