gene	Arf1_WT.signed.value	aging.signed.value
Cpsf3	-0.0854642752388624	0.00450606154471092
Cpsf4	0.0244333403272633	-0.00636754085534551
Cpsf6	-0.000928679182996502	-0.0277863262968451
Cpt1a	-0.00448602697107004	-0.0888584115756888
Cpt2	-2.6311999328583e-05	-0.00233740755236718
Cr2	-0.00288185352496123	-0.0158613771220506
Crabp2	-1.93599292851737e-05	-0.00059449986425048
Cradd	-0.0709302511226122	-5.35474763335659e-05
Crat	-0.0681061818766496	-0.0431037357636246
Crb3	0.00142520762464195	0.000478782654886219
Crbn	-0.000902530958671974	-0.299534068505045
Crcp	0.00723413191101923	0.00108041172011472
Creb1	-0.02295691138957	-0.000396753141450046
Creb3	1.69995892839829e-05	-0.299603077101462
Creb3l1	0.000828026191111803	-0.00576304265029828
Creb3l2	-0.00950390119701382	-0.000378085888867841
Creb5	0.00355220541825843	7.94101929898249e-06
Crebbp	-0.611924353231488	-5.94172352065884e-05
Crebl2	-0.0163339313991468	0.00297506628165067
Creld1	-0.00820993825005614	5.66969134458796e-05
Creld2	0.00258634438928776	-0.0753162039083722
Crem	-0.00205294678626533	0.00385968060560766
Crhr1	0.00544883397243991	0.0535006383698614
Crhr2	-2.10924886101444e-05	0.0385259143059616
Crim1	-0.000866474607455256	-0.00606399458703812
Crip2	-0.0208709887698662	0.0137741931087924
Crip3	7.58247106522588e-07	0.0014603334706606
Cript	0.0250050600976254	-0.470757215262936
Crispld2	0.00195255914792102	-2.32532553361408e-05
Crk	-0.000166975836837571	-0.00326417850345181
Crkl	-0.0630891190645313	-0.020234454920735
Crlf3	0.0252940309138303	0.0600218178208848
Crls1	-0.00641953470946127	-0.00330527551084154
Crmp1	-8.8053716131497e-06	0.00259947355794574
Crnkl1	-0.00932785790248634	0.0642959658752196
Crot	-0.0180220973433562	0.000464365160788653
Crtac1	-2.17244142599721e-05	0.00207116473545184
Crtap	-0.000781586248963902	-0.0800321961547193
Crtc1	-0.00215243010966408	-0.0143300914329191
Crtc3	-0.0225575025953376	-0.0258836116465606
Cry2	0.000163232388063199	0.0140568865800328
Cryab	-0.147973051896587	0.00078996879740299
Cryba4	-0.517025893660638	-0.0416422329095252
Crybb1	0.650126333653233	-0.146607970286415
Cryl1	-0.284337682545008	-0.103304008795383
Crym	-0.00018711181567491	0.000574654828351063
Cryz	-0.00139660609213498	-0.0676664861874806
Cryzl1	-0.00357045576143432	0.00118254124021421
Csad	-0.634153660823785	-0.00142400424489443
Csde1	-0.0344239497730795	0.00179513223751046
Cse1l	-0.00732920532329773	-0.226853518404984
Csf1	0.0325711660060503	1.59184345626781
Csf1r	-30.737124830797	-0.0927267848141913
Csf2rb2	-0.000481816534631455	0.023496972428355
Csf3r	-0.87218604758474	-0.0322163705992125
Csk	-0.820538233342091	-0.619647514787286
Csnk1a1	-0.339174470077593	-0.420312932164736
Csnk1d	-0.128273756390295	-0.184667616962261
Csnk1e	-1.80300773448111	-0.0062155044561443
Csnk1g1	-0.0048727289460589	-0.00264786605354501
Csnk1g2	-0.0411951197531199	-0.0206856736642471
Csnk1g3	-0.000161653099318463	0.0184342785998574
Csnk2a1	-0.191569158271308	0.0108173310505633
Csnk2a2	-0.0299014641672065	0.0571590809188592
Csnk2b	0.000227707312276025	-0.0205990738915198
Cspg4	-0.0918112774004043	0.0177098623972128
Cspg5	-0.0999768221444735	-0.000562380456678751
Cspp1	-0.0082428166888147	-0.0699591802329214
Csrp1	-0.000586002717758095	0.0209304963485744
Csrp2	-0.0228992403166643	0.0268143064883758
Cst3	-140.031958727091	0.0650813957445146
Cst6	-5.79280447752405e-06	0.0273521666818994
Cst7	5.18336339544447	11.5620722883455
Cstb	0.718389131124908	2.75065369708995
Cstf1	-0.00117070156162465	0.0293651144901934
Cstf2	-0.010691715546769	-4.61782480248778e-05
Cstf2t	-0.019189015490898	-0.000316279272513085
Cstf3	-0.000995498164538564	-0.360314699796682
Ctbp1	-0.06190468573312	-0.0802058625792838
Ctbs	-0.0323300075035725	-0.0244206041753637
Ctcf	-0.0632100225047987	-0.00684719009169267
Ctdp1	-0.0116050263746586	-0.000724949295117284
Ctdsp1	-0.000316661644783345	-0.00527285394910507
Ctdsp2	-0.0401936694268582	-0.123098122968483
Ctdspl	-0.00918749277787327	-0.00346606260786039
Ctdspl2	-0.014096874028924	0.00680156749303076
Ctnna1	-0.111538731318359	-0.00163611849385536
Ctnna3	0.000167447709357808	0.0158145545432486
Ctnnal1	-0.012116737960966	0.000592280735731368
Ctnnbip1	0.0222155897617794	-0.00530208938614562
Ctnnbl1	-0.00973385299860507	0.000765708464035848
Ctnnd1	-0.113551712704035	0.000291562791637008
Ctnnd2	-0.116896429047368	-1.25612516163138
Ctns	-0.00314671703649177	0.000851005843906463
Ctps2	-0.0551605829363814	-0.00473164596144775
Ctr9	-0.0277556715935362	-0.18280980333212
Ctsa	2.16800133653721	-0.0442173576306612
Ctsb	28.8373359202235	0.257420141772042
Ctsc	2.2134554966438	-0.0138854651965696
Ctse	0.344727297412383	11.0486973663914
Ctsf	-0.0261225158718593	-0.166659154894882
Ctsg	-0.00575349886899332	-0.000253802657447277
Ctsh	1.33567947933236	0.0735546845431325
Ctsk	0.000413804655421735	0.00723248050633064
Ctso	-0.423532020570334	-0.496687560265002
Ctss	5.2122752309503	0.0482068722635956
Ctsw	-0.00263826367224323	-0.0157780664339736
Ctsz	3.53902389768817	0.24429930235905
Cttn	-0.000443149019023833	-0.0144137321083989
Cttnbp2	-0.00245726940252282	0.000547569038498568
Cttnbp2nl	-6.77007022691434	-0.0106331226228769
Ctxn1	-0.00719544894675354	0.109892546185086
Cuedc2	-0.00607370533723938	0.00516774421266315
Cul1	-0.772098576281159	-1.74156740929087
Cul2	-0.013816672450285	0.00142066697793134
Cul3	-0.0948957017670681	-0.359275282985209
Cul4a	-0.0233368299221459	0.0342886264704782
Cul4b	-0.00242941935561721	-0.0224166612939229
Cul5	-0.755012076983649	-0.00853546069768912
Cul7	-0.0594797910395283	-0.0190287348531061
Cuta	-0.00646755913872944	-0.00122650943722496
Cutc	0.000288143999394569	0.000755304059678255
Cwc15	-0.0729289824549621	0.000241489302564918
Cwf19l2	-0.0416055888177817	-0.0603659264697529
Cx3cl1	0.000747237745119082	0.0092763541461193
Cx3cr1	-37.2003881700183	-0.0495593822465979
Cxadr	1.17159663471462e-06	-0.00103314853176912
Cxcl10	0.200578809071518	0.385951038791685
Cxcl12	-0.0590419973982684	-0.000297705101357913
Cxcl13	0.000224345355970129	34.2264785754989
Cxcl14	0.00810416907788021	2.18811315407681
Cxcl16	0.245889226383771	10.6120443333548
Cxcl9	2.67467555748694e-05	0.0450037992842932
Cxcr3	-0.00507326316077245	0.00154546202151923
Cxcr4	0.0431571506638063	14.5898746448263
Cxcr6	-0.000114255051862364	-0.0030334784364478
Cxxc1	-0.00177691185017356	-0.165467634963903
Cxxc5	-2.02998048653129	-0.0624441123657494
Cyb561	0.0453727392731714	0.0531070743290461
Cyb561d1	-0.00133785011522566	-0.0498075439729426
Cyb561d2	-0.00112351173990828	0.322383494125823
Cyb5b	-0.0111403666332401	-0.0493774843912628
Cyb5d1	-8.10970435212897e-05	0.000170066119119626
Cyb5d2	-0.00242770272952515	-0.337399550474834
Cyb5r1	0.0689903905268293	-2.39377370179137e-08
Cyb5r2	-2.17244142598278e-05	-1.48795643950664e-06
Cyb5r3	0.0266165578385743	0.0329491416916466
Cyb5r4	-0.0230612221965934	0.0714529483311836
Cyba	0.83121102736305	0.0837255104049087
Cybb	0.350569824489449	14.016608807511
Cybrd1	3.04381361899074e-06	-0.0446337144641015
Cyc1	-0.00449918058960605	0.026239266938196
Cyfip1	-8.18147006668736	-0.0188994327082788
Cyfip2	-0.0104378018427218	5.29964944448492
Cygb	-0.00152862898505846	-0.0148295215210015
Cyhr1	-0.0644782085011754	-0.0876778467986069
Cyld	-0.103701467758239	0.0574618850811671
Cyp20a1	0.00016981226061584	0.000375611025907264
Cyp26b1	0.0186295857607373	0.0287880699055061
Cyp27a1	0.000393559438302616	-0.0603480987258155
Cyp2r1	-0.000506152056341896	0.000310119434805728
Cyp2s1	0.000236312556992057	0.00622509292861596
Cyp2u1	0.000445963897138481	-0.00548155675985354
Cyp46a1	-0.00127842085164076	-0.00102780984863494
Cys1	4.53253164669197e-05	-0.00249879995150192
Cysltr1	-0.572925286844598	-0.0557265841919882
Daam1	-0.00583852330518381	8.89433534559432
Daam2	-0.0717386327811819	0.00418702943867005
Dab1	-0.00225434568630233	6.19794343392664e-05
Dab2	0.00587342240943414	0.366609556446899
Dab2ip	-0.0382742265630028	-0.0022980737115988
Dach1	0.000247304967047332	-0.00150894168706186
Dact1	0.000410414788987467	0.0116065337031571
Dag1	-0.0609676379487572	0.027889783712347
Dagla	-0.0178421277434849	-0.00145661687751475
Daglb	-0.485350809134449	0.000868617218470799
Dalrd3	-0.0355212222790268	-0.0303177361475644
Dap3	-0.000120331032698387	-0.149168198724412
Dapk1	-0.0004001821226178	-0.595725317016459
Dapk3	-2.64648679876996e-05	0.000513683871829666
Dapp1	-0.198567199835362	-0.107292657294067
Daxx	-0.000940372371052786	0.0130412495620413
Dazap1	-0.00642869300800726	0.00763668326766509
Dazap2	-0.0687742268031133	-0.0168461829884371
Dbf4	0.00697210360588205	0.0493413889102864
Dbi	-0.946276683975007	0.222142362719635
Dbn1	-0.000531214887188171	0.00012587764729641
Dbndd2	0.00691004248073279	-0.00220364219422162
Dbnl	-0.0788795337628422	0.0417053741536524
Dbp	-0.503177943134237	-0.0100578636960324
Dbr1	-3.50602852964782e-06	1.15157643632149e-06
Dbt	-0.0170839809461682	8.89309445127799e-05
Dcakd	-0.00484417535647713	0.002170822260309
Dcbld1	0.000136927146405969	0.00806363399490793
Dcbld2	0.000794036919686478	-0.00846095893943243
Dck	0.000990342466985768	0.250163331477903
Dclk1	-0.00329562876374103	-0.000149198453814051
Dclk2	-0.00346268502367117	-0.919941180592347
Dclre1a	-0.0050288863691704	-0.0196822989749107
Dclre1b	-6.34070339232293e-06	-0.00248678008245421
Dclre1c	-0.0206308343621728	-0.000945809067638755
Dcn	0.0122928551695104	-0.000591633798951812
Dcp1a	-0.0335456742645496	-0.00143565543735879
Dcp1b	-0.000842460824795428	-0.000113194843580756
Dcps	-0.0229281703383336	-0.0863331144822442
Dctn1	-0.207639614365447	-0.00197443125869175
Dctn2	-0.0757681001602771	-0.172647032601001
Dctn3	0.0164858747263826	0.00275998220406315
Dctn4	-0.0114280307186459	-0.0101361052889333
Dctn5	-0.0242999794846049	-0.181358457293374
Dctn6	-0.0075292869171997	0.000839075229101673
Dcun1d2	-0.0227958698583457	-0.482121790004481
Dcun1d3	0.000715477213239551	-0.0357679078255389
Dcun1d4	-0.0121288989311309	-0.000643780692428885
Dcun1d5	-0.00376489643102493	-0.238852835244865
Dcxr	0.120861405684991	0.136626285212236
Ddah1	-4.79889138371491e-05	0.102619281114792
Ddah2	-0.980413580392776	-0.0207298169008077
Ddb1	-0.114529601010918	0.00340294832685542
Ddb2	-0.00433064390594763	-0.0119355289604669
Ddhd1	-0.000432925364749107	0.051389049553112
Ddit3	0.0950022708446153	-0.139723363326382
Ddit4	17.9693032207346	-0.0165231557308168
Ddit4l	-0.0276237787715184	3.11039448088196e-05
Ddo	6.03747382910937e-05	0.0497336804765152
Ddost	0.0368586850651007	-0.000501536974001763
Ddt	0.000321915166393766	0.00102761869307319
Ddx1	0.00964139174161317	-0.033346832946335
Ddx17	-2.94915126624593	-0.0147175282417488
Ddx19a	-4.1095869482441e-05	0.0143182126182108
Ddx19a	-4.1095869482441e-05	1.90523661522271e-07
Ddx20	-0.0102314371191502	0.00517077350099043
Ddx21	0.000649019785193395	0.000270245363477336
Ddx24	-0.00145357306831146	0.105479888833776
Ddx25	-9.61845276511824e-05	0.000793731370043184
Ddx27	0.0247324740223492	0.00869221540097551
Ddx3x	-4.57592037582693	-0.126221801530835
Ddx3y	1.18254520257355	0.0461553640578392
Ddx41	-0.0126871015771318	0.000739511146617896
Ddx42	-0.0106615967881697	-0.0286365923551759
Ddx46	-0.000321510619530497	-0.0224291254620326
Ddx47	-0.0765812180908046	-0.0608187534760482
Ddx49	-0.000614895040363409	-0.156545712721287
Ddx5	-0.137677983086132	-0.201198732682419
Ddx50	0.0462696689822946	0.0735485503733153
Ddx51	-0.00532730453187535	-0.0699381487001546
Ddx52	-0.000977250707378377	-0.000192026576455561
Ddx54	-0.0110295810760448	0.0250305861807159
Ddx56	-0.00412601773207027	-0.00919529017068783
Ddx58	-0.00790162008447239	0.000125053345539212
Ddx59	-0.00011301518576782	8.86949167928505e-05
Ddx6	-1.64577956624809	-0.000231831669991268
Decr1	-0.000648617348395867	-0.0056569557737255
Decr2	-0.000842857600797309	-0.0240462272651163
Dedd	-0.0284968190977083	-0.24796131041406
Dedd2	-0.00222268109116226	-0.0481484022288384
Def6	0.00479361551052787	0.0146621713702012
Def8	-0.000222128456102563	-0.000202199242613653
Dek	-0.0118886328678856	0.226724093787475
Dennd1a	-0.0103595081461518	-0.00120529287153574
Dennd1b	-0.0174955116857451	0.000648175160731932
Dennd1c	-0.147855791754288	-0.0010637402408889
Dennd2a	-0.00491440151236386	-0.0533578926520538
Dennd4c	-0.00922511721665382	-0.000104913184668182
Denr	-0.0154718440301254	0.0412180754937175
Depdc5	-0.027058486127797	-0.0295771974894412
Depdc7	0.00268553388595339	-0.0620028158588055
Dera	-0.000932343015996513	0.0282872937468063
Derl1	-0.0676507494190948	-0.00449991776138368
Derl2	-0.0586318609602528	-0.0096926238890228
Det1	0.00270053205268265	0.000190702257851721
Dexi	-0.0350505862725309	-0.0166436967134919
Dffa	-0.0174386980283061	0.00195291435410248
Dffb	-0.00175833595783726	-0.102029293903688
Dgat1	-0.0463104502457485	-0.00496940138530093
Dgat2	0.00033491246023004	0.0521514006432401
Dgcr6	-0.0106235088678766	6.40904218448692e-06
Dgka	-0.0130020926067851	-0.14593177434578
Dgke	-0.00620262726296975	0.0027865423544854
Dgkh	0.00118318502685622	-0.000724521342344556
Dgki	3.05312297762478e-05	-0.00418055826104606
Dgkq	-0.0104394773696828	-0.00143635675557316
Dgkz	0.889044895317641	0.236144291357721
Dguok	-0.146463077155592	-0.0220927103581061
Dhcr24	-0.0117737801256522	0.0182621650156627
Dhcr7	0.0175360289161383	0.0254546200713114
Dhdds	-0.000700071179161815	0.00418153830400218
Dhfr	-2.38659523592425e-05	0.0132357083481932
Dhodh	0.00861956338875477	0.00356928703353718
Dhps	5.14414927648813e-05	0.00191104601800152
Dhrs1	-0.0428421269809736	0.00698372981488488
Dhrs13	-9.50191422676142e-06	0.000668471665124497
Dhrs3	-0.129110671242701	-0.000136045339431955
Dhrs4	-0.00904043737164531	-0.00272233584587237
Dhrs7b	-0.0142461002687964	0.000480397083150423
Dhx15	-0.0143967231474769	-0.0705042721938736
Dhx16	-0.0104458804083142	-0.106173290282587
Dhx29	-0.0105998931799796	-0.000350241494416721
Dhx30	-0.0379467603586749	0.00642234850939036
Dhx32	-0.022846459251597	6.8368618850053e-06
Dhx33	-0.0804122855895836	-0.569362646570465
Dhx36	-0.00247413882120461	0.0503223282615457
Dhx37	-0.00152358706571704	-0.0107602601620883
Dhx38	-0.0438978479612589	0.0032005701473453
Dhx40	0.0200737162703534	-6.66514780951624e-05
Dhx57	-0.00892867421774938	0.000126602438314948
Dhx58	0.0362561022520223	1.87827141345235
Dhx9	-0.000266657895392467	-0.00433018249859574
Diablo	-0.0527775262096834	-0.334561197994932
Dido1	-0.264180244001371	-0.197063382381281
Dip2b	-1.57697122754806	0.0155221659967814
Diras1	0.00115987170421137	-0.0757194410527971
Diras2	-0.000296183835518476	0.000761632554923365
Dis3	-0.00560335578901893	-0.0205662902278348
Dis3l	-0.0206574122669672	-0.0124451619593942
Dis3l2	-0.0182357700330583	-0.0180098191529436
Disc1	-0.0105884352924304	2.40667697701957e-05
Disp1	-0.000638056192310992	-0.00275755192273771
Disp2	0.00189572317705569	0.0170962051824285
Dkc1	0.00781861513851538	0.000109866660581218
Dkk2	0.000125419065450596	0.00725922536617154
Dkk3	-2.75170265442198e-05	0.0293398670846295
Dkkl1	0.000434531704810911	0.018978553631934
Dlat	0.000819071755511501	-0.0107360249633873
Dld	0.00118006200469922	-0.039795963129266
Dlg1	-0.0226469753839514	0.00629787425229637
Dlg2	0.000329224496571919	0.0515915746219005
Dlg3	-0.0112992860449294	0.0111192185815352
Dlg4	-8.88320692324744e-06	-5.50566993310047e-05
Dlgap1	-0.00785405473487427	0.00338703265607046
Dlgap3	8.13576960630076e-05	8.51074518066485e-05
Dlgap4	-0.0892093563162159	-1.07296065857642
Dll4	0.000397022776247655	-0.076499324849437
Dlst	-0.0284740737897374	0.000969820859097023
Dmap1	-0.00737445819500592	0.000472906125330261
Dmd	-0.0711353434119168	-0.032765706954544
Dmkn	-0.00139923337967171	-0.0587570987928679
Dmtf1	-0.115173455669161	0.00348674476103384
Dmwd	-0.00360810394453741	-0.0293715731415264
Dnaja2	0.00392866044487484	-0.347667518469365
Dnaja3	-0.017518740569015	5.75586029215454e-05
Dnajb1	-5.58974866755988	-2.08904262598208
Dnajb12	-0.00038979535080814	-0.00284337503766624
Dnajb13	1.15631081531737e-05	-0.0175393726626023
Dnajb4	-0.0132196279284603	-0.0134219856908012
Dnajb5	7.99406120500951e-05	-0.0627712805569385
Dnajb6	-0.0473711431847216	0.0558313351839846
Dnajb9	0.102565608219014	-0.0291801386873065
Dnajc1	-0.00369554138658863	-0.00546741851036663
Dnajc10	-6.0785159230855e-05	0.0600769013913711
Dnajc11	-0.00232395009596811	0.000617772149009222
Dnajc12	0.00551030880444047	0.00416939265592803
Dnajc15	-0.00538028578359365	0.000755931384573841
Dnajc16	-0.00302193967307483	-4.38742506225099e-06
Dnajc18	-0.0106001813956111	0.00166357735430174
Dnajc2	0.00115241233569657	0.0987696418829127
Dnajc4	-4.81797424485778e-06	-0.00499208960841088
Dnajc5	-0.0401016953463854	0.00940729996124106
Dnajc6	0.000432321271194051	0.157589581226925
Dnajc7	-0.223236744219958	-0.117712457510701
Dnajc8	-0.00848983167034035	0.0269592392855302
Dnajc9	0.000395720936992528	-0.00486696342921222
Dnase1l1	0.00138788394209215	0.0956980884494785
Dnase1l3	-0.00244748933745155	0.00150066972734892
Dner	0.00114885759273995	0.219702739593676
Dnm1	4.46996792710238e-05	-0.000425610103291455
Dnm1l	0.00172413111095956	-0.0371691424661789
Dnm3	-1.42820576531638e-05	0.000286034382146385
Dnmt1	-0.0245448474011008	0.0089552870688745
Dnmt3a	-0.62894568202647	-0.231384549776953
Dnmt3b	0.000198587339476344	-0.0702596910240124
Dnpep	-0.00364928242534663	0.00298867898448726
Dntt	-0.00187611717373541	-0.0032715875655103
Dnttip1	-0.00443890661148636	-0.0279119350289316
Dnttip2	-0.00284668698525529	-0.0363643761002184
Dock1	-0.0347618528594215	8.04631920714378e-05
Dock11	-0.0472201214048324	0.0136921584024157
Dock3	-0.00205997229561184	0.000104639122800137
Dock4	-1.34885329114089	2.08313454895853e-06
Dock6	-0.0491270567357	0.00542648103850346
Dock7	-0.0241084967580413	-0.136321753477419
Dock8	-1.84199095811417	-0.59448477181901
Dock9	-0.0382411198831789	0.0122357271420686
Dok1	-0.0318734061922469	-0.105850572114933
Dok2	7.33786851040459e-05	0.0521511085354865
Dok3	0.0220254565034869	-0.42006269051048
Dok4	-0.0012022141378286	0.0349859756808909
Dolk	-0.0223243441805703	-0.0247569223340484
Dolpp1	-0.00115591964101897	-0.0394080069527047
Donson	-0.0283083985577061	0.0384975460667557
Dot1l	-0.00910357289693963	0.00139595927897958
Dpagt1	-0.0117552098165544	-0.0476023296127402
Dpf2	-0.0136221219928917	-0.000210269771343031
Dph2	0.00158375328278122	-0.0477577241596339
Dph3	0.00188331753506092	-0.539021631603296
Dph5	0.0431822268165089	-0.00171013691031455
Dpm1	0.00619018026585087	-0.142988480050773
Dpm2	-0.00382837017215439	-0.00408433075982738
Dpm3	-0.0430252219266369	-0.393436714088236
Dpp3	-0.000330496729359091	-0.00661339968639315
Dpp4	-0.00125745621094351	0.617577631322602
Dpp6	-2.17244142598688e-05	0.00356841875185964
Dpp7	0.141730664940222	0.974757818043324
Dpp8	-0.02058688456459	0.124325654107488
Dpp9	-0.00637389525716329	-0.044161302539714
Dpys	-0.000266946328526201	7.8764346304593e-05
Dpysl2	-1.36951594179727	-0.00206461011409901
Dpysl4	-2.17244142599129e-05	-0.0156794918003221
Dpysl5	0.00189817262626813	-0.000541754279208612
Dr1	-0.00671054331361807	0.223499359987835
Drd2	0.00546856814156919	-0.00229905565809806
Drg1	-0.00120542432529888	-4.74841380674798e-05
Drp2	-3.94240330877832e-06	0.000238896435953084
Dscam	-3.74091500247992e-05	0.000573289086454355
Dse	-0.0100575527397551	0.0467010066192244
Dsel	-0.0090529123631312	-9.27088054225811e-06
Dsn1	0.000644666872484054	0.0143808896035375
Dst	-0.527589755933688	0.000743186312764698
Dstn	-0.0973570493941681	0.0655823038164138
Dtd1	0.0270424612256173	-0.000239637322071666
Dtl	-5.74005965103145e-05	-4.55494909783125e-05
Dtna	-0.0130002925958001	0.0230871509210259
Dtnbp1	-0.000385311843332788	0.103388859913524
Dtwd1	0.000443336355366455	0.118786360292307
Dtx1	-0.00345169922576679	-0.0148655083337477
Dtx2	0.00039761280392268	0.0104130886030576
Dtx4	-1.63136813317634	-0.237335748260824
Dtymk	6.68406488420683e-05	-0.0221585750246038
Duoxa1	-0.0242845493530765	9.30233536924013e-05
Dus1l	-0.00418310721599097	-0.00331562157893771
Dus3l	0.00180932679906024	-0.0403665392760027
Dus4l	1.64483251201501e-05	-0.00432539961663793
Dusp1	9.10703841353085	2.96496517362757
Dusp10	-0.00043826747066388	0.00283642693643415
Dusp11	0.00226172119764963	0.0156892861943689
Dusp12	-0.000391239220008952	-0.219257677517803
Dusp13	2.97370993904734e-05	0.00086459716142618
Dusp15	0.000761322930422221	-0.000469375245586013
Dusp16	-0.0200209079285699	-0.00654702292819358
Dusp18	0.00686579655576601	-0.00011531620041421
Dusp19	0.00337244745955786	-0.143569213428013
Dusp2	-0.0114536392876487	-0.00728524054068816
Dusp22	0.00691758970220972	-0.00366704573201689
Dusp23	-0.00217096768402497	-0.00014645565060902
Dusp26	0.0116470893858963	0.029443982093323
Dusp28	0.00111846389808574	0.00298867813344602
Dusp4	-0.00854349956713238	0.000761451619222753
Dusp6	0.241687747884462	-0.00479459797746791
Dusp7	-2.07382663079227	-0.0357711143048451
Dusp8	-0.0221600221633716	0.282639879713602
Dut	-0.000681718356136018	-0.00715515611121119
Dvl1	0.0120290599958423	0.000163133470151084
Dvl2	-0.0202307842117863	-0.00111557993088571
Dvl3	-0.0123161850648227	-0.006466890667503
Dym	-0.000441180736741132	-0.0608476842350461
Dync1h1	-1.05509982648204	-0.000156600380604016
Dync1i1	0.00178135766998561	-4.83491294792585e-07
Dync1i2	-0.348050897495437	-0.0187749952730301
Dync1li1	-0.00270316271050888	0.00052086072983829
Dync1li2	-0.0500437513998237	0.0188491745317665
Dynll2	-0.0453801878684254	-0.0544552400436331
Dynlrb1	-0.243252789700507	-0.125500803733014
Dynlt3	-0.0174670568759643	-0.00111790857720646
Dyrk1a	-0.171646270349828	-0.348252275932354
Dyrk1b	-0.00419891575962164	-0.0372188070755381
Dyrk2	-0.0548050366757248	-0.00809133625573688
Dyrk4	-0.0230476158534148	-0.292344295937969
Dzip1	-0.000126726895030365	-0.02970965557148
E2f1	0.00346826015376951	0.00216970578733374
E2f2	-0.000250783960418563	0.328572125832273
E2f3	-0.00420445065003593	-0.00761823073370181
E2f4	-0.00327862310943986	-0.00073205008260289
E2f5	-0.00152119729338758	-0.836326177734276
E2f6	-0.00130811651555143	0.0888890231753686
E2f7	-0.000119632605672784	9.09912015184996e-06
E4f1	0.00508249670900844	-0.000870381048026194
Eaf1	-0.0114619251983918	-0.00475446839300715
Eaf2	-0.000142536482274726	0.00492027184114488
Eapp	-0.00251121708371865	-0.00517713399537088
Ears2	0.00854711599767902	-0.000567377655438178
Ebag9	0.0256245588483281	0.0370391873912212
Ebf1	-0.840057788544923	0.00054562044697884
Ebf2	0.000648288587865621	0.000164785525162782
Ebf3	-0.117332054403001	0.000673983565050602
Ebi3	-0.278261081628611	0.0552364438048657
Ebna1bp2	0.000136277066392745	-0.0160869923404638
Ebp	-0.0257481846598526	-0.0477574526337023
Ebpl	-1.32315026229684e-05	-0.0602595329291181
Ecd	-0.00122512293209244	-0.0128706229048127
Ece1	-0.0224971142583232	-0.037995979351183
Ech1	-0.0251216786345014	-0.0314980124740309
Echdc1	0.000294963268903819	-0.192131442524662
Echdc2	6.20536486457445e-05	-0.0029608832876447
Echdc3	0.00204146294498539	0.0325426637704963
Echs1	0.25366006180929	1.41253092908587
Ecm1	0.000666535459921728	0.000117861771339086
Ecsit	0.0025922515589536	-0.000279053817763837
Edc4	-0.0159753425289122	0.0021735286072431
Edem1	-0.034010778733107	-0.122617790170965
Edem2	-0.0174372276176477	-0.269570542378833
Edem3	-0.00920319535130129	-0.119260455521916
Edf1	-0.0825585221848329	-0.0312325984486046
Edn1	-0.0046442422505046	0.00226634341056974
Eed	0.030827788554625	-0.79191447760022
Eef1a2	0.0922039440960102	-0.0124262918662988
Eef1b2	4.85878681203941	0.130804285516606
Eef1d	0.0211654320215559	5.50466074115594e-05
Eef1e1	0.00788379338814495	0.00197076429330379
Eef1g	0.371039594194131	0.203680704574107
Eef2	7.82522262059546	-0.0165724742186041
Eef2k	-1.14289119875492	-0.0848938345438562
Efcab1	-7.07529030175661e-05	0.101712934272262
Efcab2	-0.000722752047131042	-0.0073942138828485
Efemp2	-0.00312653143340406	-0.000833313787127738
Efhd1	-0.000330402055286816	-0.00875343825517584
Efhd2	-0.0890615393818747	0.0105744769122409
Efna3	-0.00103868543738101	0.0067157681343175
Efna4	-7.15195890297368e-05	0.000188761264987356
Efna5	-4.87083513385643e-05	0.197876085387351
Efnb1	-0.398417769801598	-0.322959189303959
Efnb2	-0.0127392828494526	-1.63713661676006e-06
Efnb3	5.30938276035801e-05	0.129463499786352
Efs	1.16424074851849e-06	0.0541270790179066
Eftud2	-0.00535624084984169	0.00315664748158308
Egfl7	-0.00389442264042757	0.0337554436616069
Egfl8	-0.0127693632673276	0.00127036202513285
Egfr	-2.05813211727616e-05	-0.0575377371558696
Egln1	-0.0687051303372776	-0.0242719602509967
Egln2	0.00160782550719429	-0.000829779584054817
Egln3	0.00952873713364433	0.563773990008773
Egr1	-31.6450638458697	2.7448005177608
Egr2	-0.185266600469841	6.59833222427366
Egr3	-0.0355198506877249	-0.0255589731198438
Egr4	-7.51756414749548e-06	-0.0197558308103209
Ehbp1	-0.00687218201034084	0.375099109727752
Ehbp1l1	-0.0609795461227676	-0.013363639341193
Ehd1	0.00320456091070626	0.00126347432257011
Ehd2	-0.0047603053001194	-4.33843348388571e-05
Ehd4	-0.324115494175323	-0.0124609894354856
Ehhadh	0.000793612189955452	-0.0133443414008495
Ehmt1	-0.0294759745993096	0.00527108838702381
Ehmt2	-0.101761043756231	-0.000338171389375831
Ei24	-0.0545255629004804	0.00188725206514604
Eid1	-0.0169100909937841	0.602601043070467
Eid2	-0.00354081782132584	0.00576657802285118
Eid3	0.00887287432867542	-0.0234954834396647
Eif1b	-0.229333273390284	-0.0646747286458592
Eif2a	0.00466605365855476	0.0147527317680943
Eif2ak1	-0.0187395764599264	-0.0119806115458745
Eif2ak2	-0.00249117873075997	0.507667815812471
Eif2b1	0.000719885872431767	-0.161122824312701
Eif2b2	0.00402968909048476	-0.273576546931602
Eif2b4	-1.070096163726e-05	-0.0168082894080175
Eif2b5	-1.26337388762574e-05	0.00711825936289836
