gene	Arf1_WT.signed.value	ALS.signed.value
4921524J17Rik	-6.41669494315161e-05	-0.0302345834852938
4930402H24Rik	-0.0146233170234158	0.0996892546580411
4930404N11Rik	0.000699273792076005	4.82471881219694
4930430F08Rik	-0.00121955198283641	0.120645912623937
4930453N24Rik	-0.0045634369587093	1.16332950564614
4930503L19Rik	-0.0311183801598081	0.229706766785307
4930539E08Rik	-0.000323929663024253	0.939009231127627
4930548H24Rik	2.05199141948571e-07	-1.93279797684955
4930550C14Rik	-0.00180692873229723	-0.955220122573313
4930590J08Rik	-0.000112153028746137	0.0837977611865071
4931406B18Rik	-0.000323929663024238	0.0316249520999728
4931406C07Rik	-0.11792838684149	0.560275615465419
4931406P16Rik	0.0059348225479982	3.4762383467095
4931414P19Rik	0.00430662691465595	-0.124798859667211
4931440F15Rik	-0.00889803940447521	-0.151863759793282
4933427D14Rik	0.00196131084351765	-0.312017341273449
4933430I17Rik	0.000394607268978243	3.45990942954508
4933434E20Rik	-0.0997256736384285	0.674687699336488
4933434E20Rik	-0.0997256736384285	-0.469177201791824
5031439G07Rik	-0.0151832655433644	1.03372932396503
5730409E04Rik	0.000738580149969502	1.41858431221734
5730455P16Rik	-0.00433668368903139	0.0252465964652946
6030458C11Rik	-0.000240208690301292	-0.0147076499241522
6330403K07Rik	0.0134234168963511	-0.598208038257134
6820408C15Rik	-0.00407634196146647	0.288175958377269
8030462N17Rik	-0.000574868317545141	0.115126288744584
9030025P20Rik	-0.00247976982132229	0.00683371379994412
9030624J02Rik	-0.00737217535937647	0.306544623190916
9130011E15Rik	-0.00123350029827761	0.0258982326988817
9130019O22Rik	0.00171918083421595	-2.82508149552736
9130023H24Rik	-0.0028458746229518	-0.295472511998386
9130401M01Rik	6.35566907124169e-06	-0.0127572816570686
9430015G10Rik	-0.0127266615766473	0.0166814835131081
9530068E07Rik	-0.0143266767146013	3.09204209950404
9530077C05Rik	0.00178281904570199	-0.0168935986624026
9930021J03Rik	-0.0428522661133201	-0.103994662612354
9930104L06Rik	-0.000450532725433867	-0.233672878322918
A230050P20Rik	0.00253913692443441	0.0145178937341654
A2m	0.00600917211134132	-0.681508253809195
A3galt2	0.000377333400373687	-0.00610230565317803
A430005L14Rik	-0.0252868096749897	0.185711746763135
A430033K04Rik	-0.00767276239783247	-1.03144629592614
A430105I19Rik	0.00137668370021109	-0.0890539216426963
A530032D15Rik	-0.000684021610071511	0.286312431641477
A530064D06Rik	7.3051658611217e-05	-0.27775334418632
A730017C20Rik	0.0274945294836341	-0.726307519961254
AA986860	-0.00307076039814536	-0.135436790498188
Aaas	-0.00716677064232588	-0.0337542777652367
Aacs	0.00040269441927072	-0.000861751597816665
Aak1	-0.170355318138398	0.143057488321529
Aamp	-0.207071176908004	0.508603496883576
Aars	-0.466182266347987	-0.0263837513574679
Aars2	0.00292712128844375	-0.0725394792669861
Aarsd1	0.00233577255106103	-0.359456020088044
Aasdhppt	0.0108664742676706	-0.0766307547705567
Aass	0.00111464707676619	-0.0390915937768484
Aatf	0.0144477609458679	-0.364898572729733
Aatk	-0.0118069175978755	-2.23027400688768
AB124611	0.0653709350953204	14.158673928519
Abca1	-0.275152376942769	11.9963967734573
Abca13	-0.00344664643942662	-0.110991623830271
Abca2	0.0359630805311388	-0.0635025734176838
Abca3	-0.00458318433058623	0.0469005124652737
Abca3	-0.00458318433058623	0.000860822805108874
Abca5	0.000507920500113742	1.85304494462806
Abca6	0.00204909639500018	-1.15671756632952
Abca7	-0.017395856554211	1.04474472457823
Abca8a	-0.0241608852666215	-1.36979583829943
Abca8b	-0.000213237873512028	-0.731596201586248
Abca9	-0.29188965959997	-1.08464455290462
Abcb10	-0.00155846182768561	0.19355845205538
Abcb1a	-0.00225962530541114	1.34868799353795
Abcb1b	-0.000394778360234715	1.14911831564097
Abcb4	-0.539061950208062	-2.50190600723351
Abcb6	-0.000186834906620506	-0.0196713123789579
Abcb8	4.2064989099929e-05	0.554597651599205
Abcc1	-0.107220222384794	0.0341933582434545
Abcc10	1.44513514884364e-05	-0.728539866866545
Abcc3	-0.210955392198101	2.98125795696757e-05
Abcc5	-0.269400845174383	-2.85253585419924
Abcc5	-0.269400845174383	-1.14824011937574
Abcc9	-0.234417620282541	0.0778729356717291
Abcd1	-0.0181875121712267	-0.552170803113073
Abcd2	-0.00107402986441076	2.79337343090498
Abcd3	-0.274413374979858	0.0588729648213047
Abcd4	1.22577300546308e-05	2.1221242556254
Abce1	-0.00156558710275827	0.851544832563218
Abcf1	0.00661326618590042	-2.76176679187831e-05
Abcf2	0.00686914548368862	6.87943090388588
Abcf3	-0.0104413920865062	-0.0251477479790832
Abcg1	2.87181739232408e-05	10.3489465502798
Abcg2	-0.0245110186827804	0.470989838209238
Abcg3	-0.0101377892596864	-0.79756921254052
Abhd10	3.30521947524435e-05	0.0822916396058082
Abhd13	-0.00511518007218094	-0.0302928337008108
Abhd14b	-0.0101549405165983	-0.080069302923804
Abhd2	-0.00192258007440125	-0.284211317749664
Abhd3	-0.000706200891935732	-0.272712819949461
Abhd4	-0.0136094735137954	3.09931232289589
Abhd5	0.000468859655943427	1.07546866395222
Abhd6	-0.408367190724679	-0.694140933285256
Abhd8	-0.00101616905165179	4.19972941402457
Abi1	-0.0379125033455736	3.34744413645291
Abi1	-0.0379125033455736	5.03504765125597
Abi1	-0.0379125033455736	-1.53863260789615
Abi1	-0.0379125033455736	0.710457230084303
Abi2	-0.0228856159247555	2.52330479417715
Abi3	-5.23382476562795	0.108818905728291
Abi3bp	3.39569956440982e-05	-0.0642655887624632
Abi3bp	3.39569956440982e-05	0.214982199686882
Abl1	-1.2481202802186	-0.609774802820015
Abl2	-0.00654544213942741	0.446601223674731
Ablim1	-0.252189911197855	1.4320689800729
Abr	-0.00926165820544856	0.990571791281298
Abt1	-6.2275386241415e-05	1.30390218650153
Abtb1	-0.00327104949666205	-0.00845390379832547
Acaa1a	-0.043221092976886	0.000748377324578542
Acaa1b	0.000246154643171639	0.0745973312251887
Acaa2	0.00394025013345502	6.00408569131869
Acaca	0.0716049933159387	9.49827415608413
Acad10	0.000154915279836954	0.519512715208297
Acad11	-0.00348790836643137	-0.0962100935643077
Acad8	-0.00599712143597595	-0.622463898077822
Acad9	-0.00350249450091725	0.377747424585918
Acadl	-0.000636853841063781	1.27346889451739
Acadm	-0.000947028571431631	-0.0199444437173776
Acads	-0.844723510760996	-0.769152142151576
Acadsb	-0.00286844184755763	0.875975952607403
Acadvl	-0.00944547727097436	0.395506573290839
Acat1	-0.0769282579785057	0.00793236113525163
Acat2	-0.000283121918308113	0.0299187258993379
Acat3	-0.000626410632647717	-0.118086890751378
Acbd3	-0.105575825787904	0.411035514276589
Acbd4	0.00362502846035853	-0.0421976407347583
Acbd5	-8.87578702500495e-05	0.151194123319253
Acbd5	-8.87578702500495e-05	0.00193614711002253
Acbd5	-8.87578702500495e-05	0.128018341224709
Acbd5	-8.87578702500495e-05	1.14711926246181
Acbd6	-0.000882449716722072	0.372721340525381
Ache	-0.118149303461467	-0.0302563342864227
Acin1	-0.382761427764079	1.28853664992031
Acin1	-0.382761427764079	-0.277215744665593
Acly	0.0055606345048387	0.654310599478576
Aco1	-0.00038268346101662	0.441072971565916
Aco2	-0.0532093343518852	0.0193055964276036
Acot1	-2.45307551638461e-05	7.95298476980088
Acot11	-2.47537394053035e-05	3.04507545010345
Acot8	-0.000433152582078583	0.0225642243394139
Acot9	0.021256828764851	0.112805000305495
Acox1	-0.0111613886390241	-0.0273896681506475
Acox3	-0.0174619204635271	0.123167295730352
Acp1	-0.00225443707827756	0.053656228508798
Acp2	-1.65472290634457	-0.178711509397161
Acp6	-0.00471520616052214	0.0465856157887565
Acpp	-0.000302834392198115	6.96070486088554
Acrbp	-0.0305153805162713	-0.0336936902539844
Acsl1	-0.0151202917331787	-0.0435316602220657
Acsl3	-0.0443397236136637	-0.674966703490658
Acsl4	-0.00607240485486496	0.0608151094816484
Acsl4	-0.00607240485486496	-0.405580337682901
Acsl4	-0.00607240485486496	-0.0152245184902869
Acsl5	-0.000423835617426698	1.00936115602779
Acsl6	-0.00178633186248173	-1.76863303941788
Acss1	-0.136377552392956	-0.325028749738479
Acss2	0.000210308809608202	-0.00880848345455969
Acta2	-0.0154173425434726	-4.72593748834323
Actb	-0.66164936958498	0.38680320888371
Actg1	0.0194489089079309	0.014644842766288
Actl6a	0.00171221734242331	0.0140061002173201
Actl6b	0.00444037426204597	-0.262840902530537
Actn1	-0.102290454716042	3.0808578198544
Actn4	-0.0184346601546638	1.32721355602356
Actr10	-0.00170400186432084	0.00128656882793242
Actr1a	-0.0846967610722157	0.0678444199074996
Actr1b	-6.81008673397629e-06	0.0896087764545552
Actr2	-0.410321818635764	0.802654609913037
Actr3	-0.0303702659921885	4.48112765428433
Actr3b	0.0328510814087924	16.8698597722303
Actr5	-0.000421443046368986	-1.83031344154491
Actr6	-0.00151250840227671	0.178693886405839
Actr8	-0.0088525865891693	0.000160808865308718
Acvr1	-0.0410479467779986	-0.000249681183983776
Acvr1b	-0.00623652105509771	-0.000261446279440958
Acvr1c	0.000556550195733754	0.0478228221641223
Acvr2a	-0.00584931802242904	-1.50128022590413
Acvr2b	-0.00160305373576551	-0.921977694551458
Acvrl1	-0.14104629507383	0.0473425981964101
Acy1	0.00286478787900127	-1.97189850114468
Acy3	6.85018540866177e-05	-0.00183140601336641
Acyp1	0.000820055954401427	0.0478425078265944
Acyp2	0.000544068586796644	0.00709233201816352
Ada	0.00316268650694697	-0.0205771118166266
Adal	0.00364444773550985	-0.0580363463780039
Adam10	-0.894431667583092	0.610195077343318
Adam12	-0.000741539649173206	-0.779118863303148
Adam15	-0.332749535884775	1.0124893440675
Adam17	-0.773700796538796	1.91017448649455
Adam19	-0.000597666567353159	-0.956653224491246
Adam22	-0.000555948409776186	-0.1386504435188
Adam23	-0.00662907216541758	-0.596690845752975
Adam28	-0.00110596403306947	-0.176230621252078
Adam3	0.00261081007125891	-0.57897097266357
Adam30	-0.00766214505192697	-0.149178881198734
Adam4	-0.000977410300348559	-0.212416071310854
Adam8	0.000225380640819833	15.95499112753
Adam9	0.00468044900596993	8.52895822796448
Adamts1	-0.313992392635125	-0.132973020501341
Adamts10	0.00511112856341333	0.0135034491038637
Adamts12	-0.000535118735621757	-0.0791835801909736
Adamts16	-0.0645860187907409	0.00515782177964067
Adamts4	-0.00034096019819148	-1.49004588561872
Adamts6	0.00309930683931198	-1.28970180373345
Adamtsl4	0.00187126054449332	-0.109498206541826
Adarb1	0.0385829747510032	-0.0170897823956988
Adat1	0.00211038063751035	-1.09850592663774
Adat2	0.00591898468923962	0.0106447631115046
Adck1	-0.000740693805433103	0.0560091397227381
Adck2	-0.00858052754980929	-0.0522613956900258
Adck5	1.93442576632888e-05	-0.765223192951212
Adcy2	-0.000231135178305361	-0.0278849282348659
Adcy3	-0.000959225717608134	2.22183679741165
Adcy6	-0.00939247992339902	-0.162261738373113
Adcy7	-0.00174824976357439	3.79732272901482
Adcy7	-0.00174824976357439	-0.000135338102630968
Adcy8	-0.0198943655866651	-4.28009700722251
Adcy9	-0.0601494275235794	0.00287682719998111
Adcyap1r1	-0.0052786316327424	-1.18306811877378
Add1	-0.138266156521377	-0.0227322572075243
Add2	0.00032754327042592	0.28891532159323
Add3	-0.318779982796003	-3.761654711183
Adh5	-0.0191586161384146	1.82561065538615
Adi1	-0.000106751999826328	5.76147466701981
Adipor1	0.0525042578295255	5.17688369207508
Adipor2	0.00129595912963605	0.477885692660055
Adk	0.00161794312050517	0.865358787192134
Adm	0.00106498291655573	0.987071489287075
Adnp	-0.00756108413622308	-0.00553156347693743
Adnp2	-0.0178305161898606	-0.0184558016568723
Adora1	0.00201723885273142	-0.012006649981883
Adora3	-1.61405945769146	-3.17756587597438
Adora3	-1.61405945769146	-0.25403702502576
Adpgk	0.00043284031539739	2.14931795081719
Adprh	-0.303261569317126	-0.0107624464144797
Adprhl2	-0.0257695617135394	0.104192399128655
Adra2a	-0.00676392151736532	-0.596856766983721
Adrb1	0.700790587802956	-2.93593818848988
Adrb2	0.11492219231502	-1.66704609245362
Adrb3	-0.000171579077172822	0.637456995517992
Adrm1	0.00786148506511574	-0.109685970333294
Adsl	-0.000708692044462524	5.98138703298306e-05
Adss	-0.00530112793657979	0.0217145099593666
Adssl1	0.148924075501498	15.5652836657683
Aebp2	-0.110567517916653	8.10144623558222
Aebp2	-0.110567517916653	-0.118982103547087
Aes	-0.0547047896987269	1.22850698203219
AF529169	0.00104854474328861	5.02398353225919
Afap1	-0.00332924959837112	0.175679709935813
Afap1l1	0.0248285734717793	-2.82658182914893
Aff1	-0.0182367979156996	0.159017006017023
Aff1	-0.0182367979156996	-0.128950658354311
Aff4	-0.0543081020092963	0.483027170491506
Afg3l2	-0.00164211620491	-0.000316539780443853
Afmid	-1.52351163142176e-05	-0.00258270898949366
Aftph	-0.107462305978377	-1.07186260381208
Aga	-2.67319527405784e-05	0.652617868596886
Agbl2	0.00082143951995522	0.209017070729101
Agbl3	-0.00555097755109713	0.417581114182937
Agbl5	-4.03800436983704e-05	-0.376021204845196
Ager	1.975400104643e-06	0.196980842465919
Aggf1	-0.00587566860571107	1.55492419307819
Agk	-0.00233224825795533	-1.0797615991039
Agl	-0.0285574654930009	-0.00025091280009206
Agpat1	-0.00513149200918246	0.000118482113398207
Agpat2	0.0200637145226263	0.430965952007329
Agpat3	-0.129687986810543	0.192787091295249
Agpat4	0.0217597603465657	-0.0986859974501935
Agpat5	0.00186125811644798	0.72180335638871
Agps	-0.201910435346433	0.0219339539666044
Agrn	-0.028137589395163	0.772771892811209
Agt	-0.114062536345751	-0.304747903626694
Agtpbp1	0.00561151961526036	0.402718389641787
Agtrap	0.00754196328927846	0.89508681226865
Ahctf1	-0.00712088184331468	-0.00738157784335512
Ahcy	0.000616485237204126	0.782927026726408
Ahcyl1	-0.0108865878852829	5.10350249905631
Ahdc1	-0.0255289775007844	-0.214303657914931
Ahnak	-0.0113592461963209	3.51166825758438
Ahr	0.00367739562749722	0.408789456171058
Ahsa1	-0.00504325020871686	0.0132408130120255
Ahsa2	-0.00420562993933969	-0.00526342161017772
AI314180	-0.00452840882200285	0.15715191991566
AI413582	-0.0150200180886994	-0.0137749351311308
AI429214	0.00233020329063497	-0.131259549276795
AI467606	-0.0341750864649909	-0.218888594505155
AI593442	0.000100505690462571	-0.199086606832758
AI597479	0.00029567545785783	0.286100206394575
AI661453	-0.0274752603814502	-0.430024491809713
AI837181	-0.0224770986840582	0.222871233955708
AI987944	-0.00349729454772665	-0.00070669631332163
Aif1	-31.1349857020935	0.513738327064158
Aifm1	-0.0025739379014465	0.000233882089892019
Aifm2	0.000282607522483993	4.020278812235
Aifm3	-0.00763278557318098	-0.152241534980856
Aig1	-0.0390173943193418	3.90546527816905
Aim2	-0.0695618832992596	-1.13561526312338
Aip	-0.0466130086230692	0.279868388731971
Ak1	-0.246857577941833	0.692140107399434
Ak2	0.0322765435487272	0.458612121783981
Ak3	0.00178714756673109	0.44931313454603
Akap1	-0.00365115586508925	-0.373189910132004
Akap10	-0.000340563792930451	0.951662236515583
Akap12	-0.100254007305991	0.0065393395484034
Akap14	-0.00460896911446229	-1.69920091779947
Akap2	-2.14388073079507e-09	1.21201536876858
Akap5	-0.0116249580344513	5.60266571639749
Akap6	-0.000138814569389149	-0.0540947225082686
Akap7	-0.0034562281750761	-0.0881981203994256
Akap8	0.00845748224423827	-1.13526666405612
Akap8l	-0.000120627142489898	-0.390878851803956
Akap9	-0.171130851225209	-0.517200096051006
Akna	-0.0278398581543799	-1.64709589746321
Akr1b3	-0.027475943622996	-5.66117757362643e-05
Akr1c13	0.00349849837697897	0.460749186692294
Akr1e1	-0.00460293194094294	0.00314310527876347
Akr7a5	0.0002848889245642	-0.00919831040142782
Akt1	-0.0125172363347145	0.0333084662956524
Akt1s1	-0.00776496490469122	-0.00439150170218515
Akt2	-0.0452787921642537	-0.0177094086285916
Akt3	-4.40373807612023e-05	1.63199927008305
Aktip	-0.00337951425509193	2.69134047232277e-05
Alad	0.0215607571914098	0.513445955157299
Alas1	0.0062934022699345	0.797288871721731
Alas2	-0.0233076016900234	-0.657367311630989
Alb	-0.000233879126365001	0.549621712404286
Alcam	0.00844067564079255	22.2005485107908
Aldh16a1	-6.83393957398969e-05	0.140977849559992
Aldh18a1	-0.000865768836940192	-0.660383773257822
Aldh1a1	-0.00822595897035097	-0.139944045187515
Aldh1a3	0.000119547957634338	-0.979837115882514
Aldh1l1	0.000924092183964185	0.180659760152552
Aldh1l2	-0.000280602508464456	-0.10443686326958
Aldh2	0.00258085407993244	0.296375263139708
Aldh3a2	-0.0561274248141467	1.33459510847432
Aldh3b1	-0.000834962922242304	3.10096632591477
Aldh4a1	-0.0278978653191092	-0.210113873472987
Aldh5a1	-0.00209027133762838	-0.126787922041919
Aldh6a1	-0.00273859826160189	0.194694957851942
Aldh7a1	-7.39654308200939e-05	0.14467192152101
Aldh9a1	-0.00878411992493517	1.76437304729212
Aldoc	-0.0340522443815002	-0.208486930241053
Alg1	-0.000190797822913944	-0.996371660269847
Alg10b	0.000983743749350805	3.46490098021248
Alg11	-0.0179511393111391	0.0245823546545386
Alg12	-0.000620969098850472	-0.0176313238089924
Alg13	0.000453260590977737	1.35881816793314
Alg14	-0.00632980136015571	0.82622343727022
Alg2	0.00590633755664901	0.528706828576119
Alg3	0.00138757901769215	2.05168100346721
Alg5	0.387748181954526	0.000329651547868453
Alg6	-0.000155489912920473	0.0442626551523728
Alg8	-0.00652890501298933	0.00169909487130251
Alg9	-0.019674316546463	0.0122083452669682
Alkbh1	0.0192011514278626	0.275562349869291
Alkbh2	0.346555164756347	2.07276737397277
Alkbh3	9.5631834643895e-05	-0.00192832829728876
Alkbh4	-0.00166036646644648	-0.255900564126329
Alkbh5	-0.0235936688748731	1.34880094403199
Alkbh6	-3.26253632955408e-06	-0.0313179110775423
Alkbh7	-0.00762538441268557	-0.297181456351318
Alkbh8	-0.000530536720570518	-0.34978279908071
Alms1	-0.00257609873663504	0.150057992211072
Alox12	5.56737556129239e-05	-1.01428555238213
Alox15	-0.000249094155534384	4.913151822772
Alox5	0.372344900612346	-0.00866868909214631
Alox5ap	0.358737257554967	-1.02094308772298
Alox8	-0.00045036997182708	-0.984053895960273
Aloxe3	-2.15743067486886e-06	0.841753556290649
Als2	-0.00229287055455374	0.738627972594651
Als2cl	-0.00432694291916127	1.405543609925
Alx4	-0.00313475809065411	0.020531627776212
Amacr	-0.000581714717818908	-0.38119486543687
Amd1	0.000314306156169995	-0.000288034945520836
Amdhd2	0.00559361669647124	2.10387525206054
Amfr	-0.118724067572232	0.0519152999193742
Amigo1	-0.0253168079570294	-3.14672093945854
Amigo3	-0.000138462083771128	0.121037120589158
Ammecr1	-0.000365188094324517	0.504056981622393
Ammecr1l	-0.0126375899920586	-0.00927309584719708
Amot	-0.00219823432759417	-0.17954661668072
Amotl1	-0.00241919312418506	0.473489247622505
Ampd1	0.000422839836600096	-2.33019544498879
Ampd2	0.000947893627501926	1.71483938782662
Ampd3	-0.000772999223528313	-0.618469308847055
Amph	-0.000337723078063213	-0.061563934885681
Amt	0.000216420440605765	-0.185013359704859
Anapc1	-0.107878868277122	0.00210969244990294
Anapc10	0.00499694686234719	0.132443281026441
Anapc11	-0.0574995524004243	0.244681408153963
Anapc11	-0.0574995524004243	0.0449586140499824
Anapc13	-0.0780033927353681	1.85240936902823
Anapc2	-0.0888587833445918	-0.0481241970773026
Anapc4	-0.00750341376729679	-0.501840383982606
Anapc5	-8.02464019470064e-05	-4.86361687045599
Anapc5	-8.02464019470064e-05	0.665434273685372
Anapc7	-0.020928780821863	0.68233112308148
Angel1	-0.00123938564053746	-0.256757113032252
Angel2	-0.0360041806424194	-0.364208466176298
Angptl2	-0.00661937233289686	-0.0727357743435419
Angptl3	0.000127274012996461	0.306364285229662
Angptl7	0.00226346234794696	-0.00164319101765005
Ank	0.0663864971913507	10.8810204446968
Ank1	-0.00222859920662473	-0.703145926806812
Ank2	-0.505871712656124	-0.251810946848757
Ank2	-0.505871712656124	-0.498204598954867
Ank3	1.15435750874287e-05	2.27683925918703
Ankfy1	-0.103969471391346	0.219500292518358
Ankhd1	-0.0123024929201006	-0.816744808328135
Ankhd1	-0.0123024929201006	0.148949899385964
Ankib1	-0.0699048998579989	0.763162671760736
Ankmy2	-0.00632935816926424	-0.220959677593646
Ankra2	-0.00028271223825227	-0.0302223422647702
Ankrd10	-0.0259030329166922	-0.104200579949904
Ankrd11	-0.00491979479519822	-0.0423051469300118
Ankrd12	-0.0521389209357759	0.0709675392403835
Ankrd13a	-0.129641157172176	0.187522923347951
Ankrd13b	0.00738962258211623	0.00023863727090852
Ankrd13c	-0.0657203617986574	0.166771965370234
Ankrd13d	-0.0136830373055238	-0.47689575074387
Ankrd16	0.0050079290738666	-0.202921674464057
Ankrd17	-0.617453022431494	-0.0200935896110236
Ankrd17	-0.617453022431494	0.40058040771942
Ankrd23	0.000108438234940903	-1.70896769503102
Ankrd24	0.00930262924577096	-0.638807307816316
Ankrd26	-0.00403702305027219	-0.0894663121470783
Ankrd27	-0.0129521677556042	0.0230715622348965
Ankrd28	-0.0148876405229596	0.00283534597885371
Ankrd35	4.46008030528377e-05	-0.0210262654189897
Ankrd39	0.000456514219975427	-0.922333086453934
Ankrd40	-0.0691822353826276	0.617692389076214
Ankrd42	0.000257368845645023	0.247878008508776
Ankrd46	-0.00499523628603296	-0.000103202436747511
Ankrd49	-0.00025254093170388	0.330299546641781
Ankrd52	-0.00146512197602951	0.361288167656487
Ankrd54	0.00934201387148501	-0.346843377317831
Ankrd6	1.36528364789784e-05	-0.0667648297203538
Anks1	-0.0407788770503862	-0.0221449733441548
Anks3	-0.0301359371093757	-0.374067620659181
Anks6	-0.0526664871693563	-1.23997546973001
Ankzf1	-0.000960006119937528	-0.136096698210481
Anln	0.0686962537322702	-0.0491787390798861
Anp32a	-0.417162283946485	0.125350288178342
Anp32b	0.30574859246194	2.19173170170022
Anp32e	-0.0103354583434283	0.335436681236682
Anpep	-0.00586113633082586	16.4722942273148
Antxr1	-1.25794733295031e-06	-0.107716804533892
Antxr2	-0.00395856299602334	7.83175435384914
Anxa1	-0.0151098351603159	0.133684807138084
Anxa11	0.000915287056303873	2.01744517712891
Anxa2	-0.0112145930656575	14.2653750298266
Anxa3	-0.211147754642877	1.75924543498004
Anxa4	0.0113535204582654	11.6278673792095
Anxa5	0.640486440729307	18.6733549277265
Anxa9	-0.00166926804234804	-0.000846374047586876
Aoah	0.0044828962490061	10.3129851938744
Aoc3	-0.000588954938528655	-2.50664280161779
Ap1b1	-0.0569372646837772	-0.00517773048267731
Ap1g1	-0.137064345751619	-0.000137593349954142
Ap1g2	-0.00177104356037918	-0.0513898223397627
Ap1m1	-0.00269658800975501	0.0184564016822077
Ap1s1	0.000333212076350859	-0.0175085302136976
Ap1s2	0.0712491968157061	1.29990510237712
Ap1s3	-0.000196058434014615	1.29640900551724
Ap2a1	-0.0119804167611215	-0.013840485418333
Ap2a2	-0.0579629645482392	-0.00459471300650718
Ap2b1	-0.0843677649397683	6.41934890742477
Ap2b1	-0.0843677649397683	0.363693031635939
