gene	Arf1_WT.signed.value	DAM.signed.value
Arhgap4	-0.187283132625474	-1.65881193806219
Arhgap5	-7.06372115173477	0.696145792983544
Arhgap9	-0.001805152531102	0.0542341233589138
Arhgdia	-0.0421213325237207	-1.97277381564686
Arhgdib	-0.413352718502228	1.26082507097358
Arhgef10l	-0.0271698809896319	-3.38281141036954
Arhgef12	-0.270076963922101	0.0277071940414666
Arhgef18	-0.0448904511778854	0.131308472099051
Arhgef2	-0.113277789548346	0.40907363941152
Arhgef40	-3.43726050352577	-1.43593416722757
Arhgef6	-0.305122507950882	0.474536713600192
Arhgef7	0.000521565686988292	0.535257969773883
Arid1a	-3.70275383600782	0.981033798115663
Arid1b	-0.0563614715699704	0.183480677704869
Arid2	-0.105834457029779	0.104598459559686
Arid3a	-0.084476908890592	-1.97450864581313
Arid4a	-0.245070470483245	-1.9392660395533
Arid4b	0.00435142796549828	-0.356350775811603
Arid5a	-0.0520388305857594	-0.322668992469672
Arid5b	0.0249008291923977	0.223794609825552
Arih1	-0.000720582306619351	-0.528035098940052
Arih2	0.000213186427654424	1.05361864042957
Arl10	0.00646022231109007	-0.955062072941875
Arl11	0.00930057098240234	-0.115285581929497
Arl15	-0.00543542820508111	0.00468394803622638
Arl16	-0.000494043396362029	0.147557876537964
Arl2	-0.00822632886515501	0.04591194637016
Arl2bp	-0.0118026435850322	-1.43793077355835
Arl3	-0.0102381837294633	0.0300781125417222
Arl4c	0.558842117636078	0.887771158617654
Arl5a	-0.00117189161680245	-0.103628121604142
Arl5b	-0.0178848884057821	0.0901356856621326
Arl6ip1	-2.60764093913186	1.45198635083572
Arl6ip4	0.00557992523801894	0.367282951326815
Arl6ip5	0.00343708494565838	-0.59923598777463
Arl6ip6	0.00231944521799581	0.239614221115145
Arl8a	0.0369367659611333	2.2238955158717
Arl8b	-0.170511969919669	0.810198254219022
Armc1	-4.43825617113267e-06	1.25139349245304
Armc10	-0.000267985029841273	-0.352553891518405
Armc5	-0.00787217597034304	-1.0628586155472
Armc7	-0.0293617731388947	0.0842392316619194
Armc8	-0.0180710375885623	0.257835442590188
Armc9	1.85155793387635e-06	0.0400585071117866
Armcx3	-0.0140731521532549	-0.578007803181133
Arnt	-0.0108116155197968	-1.75196254402807
Arpc1a	0.0109393755594169	-0.985983835284376
Arpc1b	1.18683921317001	-3.92146694338455
Arpc2	-0.0357925865322488	-1.28495419812061
Arpc3	0.0048243319473963	-1.08801083898032
Arpc4	-0.526882718075148	0.144121567577555
Arpc5	-0.0421141029111804	-2.05551754930025
Arpc5l	-0.0467343078161686	-1.57278106643191
Arpp19	-0.000818140254076471	-1.17712697304033
Arrb1	-0.101928192219746	0.0212689825396468
Arrb2	0.00304541527235695	0.185730060460031
Arrdc1	0.00567379406880049	-1.55748646231875
Arrdc2	0.0309875045548099	-0.724531005722967
Arrdc3	-0.361255640965589	-0.260559817811556
Arrdc4	0.0762779115208175	2.18159011357615
Arsa	-0.000366604458635069	0.0902424752232299
Arsb	0.129259660142029	1.52913405887052
Arsg	-0.0116052991513511	0.118056003063984
Arsk	-0.0124689975876527	0.00352560760901058
Arvcf	-0.454284547022083	-0.921987535043489
As3mt	-0.162208147909259	-1.54842133720626
Asah1	0.359246934103508	1.37116414956225
Asap1	-0.00515948701544426	-0.179185761916397
Asb10	-0.0117328252406539	6.45656377257838
Asb2	-1.29436242510705	-3.93280976679908
Asb7	-0.0806229128451486	-0.293487164156465
Ascc1	-0.00233488150938577	0.12770597637846
Ascc3	-0.0119198347724349	-1.26229179785938
Ash1l	-0.33270696793563	-0.0901788922613064
Asl	-0.0843555323191366	-0.0568514082362521
Asna1	-0.000187868471305781	0.550738224180196
Asnsd1	0.0018052915759986	0.0603568878134267
Asph	-0.355436311326528	0.200902950459074
Aspscr1	-0.0277121286162222	0.236432718664016
Asrgl1	-0.00414520867954493	0.0212905816968432
Asxl1	-0.0657698578163503	-0.08086871749295
Asxl2	0.004277956804926	0.268502097798646
Atad2b	-0.0135867925000722	-0.0285631538004167
Atad3a	0.0350214187910675	0.00620568411386382
Atad5	-0.000435255070658123	0.295317368584581
Ate1	-0.0197383087649389	0.162714398283843
Atf1	-0.0023694025683774	0.391576714028404
Atf2	-0.00850980138363654	-1.18400311439473
Atf3	-0.01758230771127	3.1541836941382
Atf4	-0.0116992856520811	0.571544908935983
Atf6	-0.0416760378844623	0.561060689221601
Atf7	-0.0100125306724404	-1.10639347735511
Atf7ip	-0.120278650128321	-1.3090588493818
Atg10	-0.00212074830571852	2.49438080060735
Atg12	0.00187992687510939	0.121838649384766
Atg14	-0.0248082691370353	-0.323180584804462
Atg16l1	-0.00160281662754116	-2.8869235654737
Atg2b	-0.0131621684116443	-0.52554935604721
Atg3	0.00137756938832254	0.173971075816179
Atg4a	0.00399974517933197	0.349524000490923
Atg4c	-0.000812651195385407	-2.02701277740934
Atg5	-0.240556620181674	-0.143998385142773
Atg7	-0.001117725078504	-0.122066141492232
Atic	0.00452556072205892	-0.0221273025051457
Atmin	-0.0698510923256371	-0.239636234296988
Atn1	-0.0732072630649269	-3.8203328001423
Atox1	-0.0212003188404369	1.50596490146104
Atp11b	-0.000726520617587999	-1.01562861662539
Atp11c	-0.00166742417404339	1.0103251158297
Atp13a1	-0.0337841931712456	-0.570123938286753
Atp13a2	0.174535780790267	0.427622743965363
Atp13a3	-0.00853416910791118	0.0464051403094272
Atp1b3	-0.0020243475670208	-1.1326508009852
Atp2a2	-0.0495526098292121	0.257862686211904
Atp2a3	-0.0346977452775825	-0.385065253824845
Atp2b1	0.0795798166443323	-0.532963020467293
Atp2c1	-1.63235494371695	0.0712824698858087
Atp5a1	-0.00814997124008362	-2.32781212719736
Atp5b	-0.00825989638003051	-1.85725577039938
Atp5c1	0.0640937604890864	-2.05167315221575
Atp5d	0.0540931355277819	-3.60147902229985
Atp5e	0.152647956663243	-0.199302240643166
Atp5f1	-0.0756895181671327	1.15650656821792
Atp5g3	0.00679921084519091	1.2270266898872
Atp5h	0.0179304291296752	-4.9787471890484
Atp5j	-0.071877264984777	-5.89354761022401
Atp5j2	-0.00747930833927461	0.943749813601566
Atp5k	8.98465864866136e-05	-2.16468137261771
Atp6ap1	0.178753490030981	-1.41555094739764
Atp6ap2	0.0854373084621953	0.0839395431674964
Atp6v0a1	-0.0372863729490397	0.353701586853403
Atp6v0a2	-1.23528013885564	-2.51123567508545
Atp6v0b	-0.108382879082837	-1.24018410603545
Atp6v0c	0.0129083574871009	10.4960707432532
Atp6v0d1	0.00791055470192203	-1.82848415496124
Atp6v0e	0.25320066185718	-3.05361047760504
Atp6v1a	0.0124854142397368	0.743421091766179
Atp6v1b2	0.00320682518478603	1.96290576691823
Atp6v1c1	-0.174240159558077	0.572271031760028
Atp6v1d	-0.0137434732479251	0.144549411420294
Atp6v1e1	0.0309309997269512	-1.05330134472907
Atp6v1f	-0.0787086665181986	-4.91783672448923
Atp6v1g1	0.045679977541664	-7.27436811887336
Atp6v1h	0.00508719164636288	-0.857552480053567
Atp7a	-0.00812355918601361	-1.44514396591389
Atp8a1	-0.243025375146472	0.0483356417529609
Atp8b2	-0.00222373317668864	0.0105212500366533
Atp9b	-0.0268684263606265	-0.00360463635736833
Atpaf2	0.000842023581321026	-0.124600454566584
Atpif1	-0.301812297344501	0.114765292364857
Atrip	-0.000237545240201889	0.0728649732857432
Atrn	-0.00898489896444936	0.271226458217088
Atrx	-0.0696759947599875	0.78800364161643
Atxn10	-0.103799184954792	0.413817742435531
Atxn2	-0.0829683618978837	-0.474589649916488
Atxn3	-0.0292768356352794	-0.00186746022838641
Atxn7	-0.00150262374069779	0.0356025739891715
Atxn7l1	6.30850262184889e-05	-1.19346465016955
Atxn7l3b	-0.365769727280622	0.933796914858073
AU022252	-0.00163198105536139	-0.252220494456443
AU040320	-0.0228008113543329	-0.875731219477514
Aup1	-0.0168374702431634	0.551277760210317
Aurkaip1	0.00554420344826962	-0.477337332146241
Avl9	-0.0440650968067763	0.0964161525670389
AW112010	-0.00632586918411977	-1.16297499837982
AW549877	-0.0354377650459492	-0.0999428745805494
AW554918	0.000249056143407721	0.214880984917239
Axin1	-0.00233409435241258	-0.0631042990749765
Axl	4.19704877046685	101.116633319164
Azi2	0.000335198279499663	0.711104182296902
Azin1	-0.350358979116591	-0.910981718698984
B230219D22Rik	-0.33075726902853	-0.276812287556865
B230354K17Rik	-4.20238041688233e-06	-2.78472994649909
B2m	6.23059156919803	27.4865789579287
B3galnt1	0.0966504358818742	-0.615222133586476
B3galt5	-0.0561511742182245	-0.386508625944039
B3gat3	-0.0283044588173189	-0.597047961724778
B3gnt2	-0.00221396481067758	2.44382162526237
B4galt1	0.158216847809264	0.215800340671795
B4galt3	-0.000872876715955024	0.181311069068551
B4galt4	-0.348129774083078	-3.3153061759399
B4galt5	-0.00271848840054547	-0.444679759250394
B4galt6	-0.578975006283105	-0.646922004411015
B4galt7	0.000179066057416641	-0.081227723140093
Bach1	-0.277722827667957	-0.319849545452825
Bach2	-0.0364029570728499	-0.40255450602753
Bad	-0.0004684667178548	0.559663277057515
Bag1	0.026259548402597	-0.0173896296413087
Bag3	-3.96063771749385	-0.0265250850562724
Bag5	-0.000676568138120323	0.0325568047253554
Bag6	-0.11318544000738	0.430137613827432
Bahcc1	-0.00177321516609342	-0.123263762216193
Bahd1	-0.00662444097286525	-0.256314882698796
Baiap2l2	0.0101163661695223	49.6726724738057
Banf1	-0.00179761516338399	-2.02912539310668
Banp	-0.0604122153624251	-2.13650695527033
