p_val	avg_logFC	pct.1	pct.2	p_val_adj
Fos	4.32227258445526e-256	0.527232386690635	0.738	0.549	8.33507045186352e-252
Dusp1	2.55027891154769e-242	0.51545594181931	0.622	0.42	4.91795785302857e-238
Ccl3	2.32765828769169e-240	0.582380044439129	0.634	0.443	4.48865624198465e-236
Ctsa	2.80373213709172e-240	-0.262422072060163	0.831	0.931	5.40671705316767e-236
H2-D1	3.41777324425223e-236	0.343761950114331	0.751	0.678	6.590833924216e-232
Cap1	1.06066858176275e-235	-0.232233572635127	0.227	0.452	2.04539329307129e-231
Arf1	3.70523263767676e-233	-0.220645361337877	0.259	0.493	7.14517061849586e-229
H3f3b	3.88028799244076e-231	0.415342098798983	0.915	0.85	7.48274736462276e-227
Anxa3	2.82776642177134e-226	0.261220229352237	0.621	0.462	5.45306476774385e-222
Tmem176a	3.7779637379999e-221	-0.302301861616424	0.507	0.71	7.285425272359e-217
Ywhah	3.02468604933566e-210	-0.253742007687332	0.505	0.711	5.83280457753888e-206
Fam20c	1.13478684798033e-209	-0.290414726942963	0.095	0.264	2.18832295764527e-205
Ppp1r15a	5.64037134283819e-205	0.348580392292269	0.611	0.435	1.08768920975292e-200
Gpr34	2.74039563082214e-201	-0.273125815304439	0.689	0.845	5.28457893447741e-197
Pmepa1	5.80720910359289e-191	-0.320509488532908	0.578	0.747	1.11986220353685e-186
Zfp36	2.97672697833243e-187	0.352062260116546	0.532	0.349	5.74032030501625e-183
Nav2	3.51718490466139e-178	-0.201022042323441	0.271	0.475	6.78253937014903e-174
Tgfbr1	9.19628251377061e-176	-0.224600495142367	0.601	0.784	1.77341111995552e-171
Klf6	5.13445246004831e-174	0.388120159198373	0.708	0.586	9.90127812395716e-170
Fosb	1.13593733286066e-170	0.338586113387369	0.418	0.237	2.19054155268849e-166
Tmem176b	6.95241264262075e-167	-0.24467758525918	0.666	0.818	1.34070325400298e-162
Rplp0	2.48443110375681e-166	0.223732510347451	0.939	0.916	4.79097694048464e-162
Lgals3bp	4.62304797501099e-166	0.290011163478448	0.42	0.271	8.9150857150112e-162
Mcl1	6.07225801156141e-166	0.289141093375201	0.553	0.455	1.1709742349495e-161
Hspa8	9.68573989015361e-166	0.323750521651872	0.977	0.956	1.86779808041722e-161
Rpl12	6.8864647650509e-159	0.22256315186182	0.905	0.887	1.32798586529241e-154
mt-Atp6	9.81607103151002e-158	0.293433358318763	0.997	0.991	1.89293113771639e-153
Rps2	2.57427973632701e-154	0.206805499556745	0.81	0.784	4.96424104353301e-150
Rnase4	2.30470543480462e-153	-0.20051170434353	0.693	0.844	4.44439396047723e-149
Ier3	2.49026429013201e-149	0.364006387647808	0.382	0.22	4.80222565709056e-145
Nfkbia	1.83946528940745e-148	0.358708554392232	0.587	0.453	3.54722486409333e-144
Rps14	6.39202463867307e-147	0.217660651300648	0.97	0.958	1.23263803132171e-142
P2ry12	7.39731599544093e-135	-0.247678327845708	0.817	0.889	1.42649841656083e-130
Jun	6.96161754835461e-134	0.287750831227111	0.919	0.83	1.3424783280247e-129
Nfkbiz	2.46257900992731e-133	0.23829970689846	0.332	0.186	4.74883736274383e-129
Ccl4	2.47352876093703e-121	0.397872197350552	0.752	0.613	4.76995286259098e-117
Rpl32	2.81125091433969e-118	0.208630263130519	0.964	0.944	5.42121626321265e-114
Btg2	1.52349542079239e-113	0.303082589033016	0.725	0.635	2.93790856945604e-109
Jund	2.700292893114e-112	0.259250881044714	0.874	0.81	5.20724481508103e-108
Klf4	4.30717837910174e-111	0.318060077312199	0.39	0.256	8.3059627862598e-107
Ier2	3.65863053877853e-98	0.288483135748939	0.442	0.303	7.05530313098052e-94
Txnip	1.7485018344646e-96	0.215704374818886	0.565	0.565	3.37181093758153e-92
mt-Co3	5.30753964858931e-94	0.235664396971961	0.998	0.994	1.02350594583396e-89
Sgk1	9.17422898624596e-94	0.250648100953001	0.621	0.573	1.76915831770767e-89
Junb	2.04341832307604e-92	0.208391761539266	0.779	0.655	3.94052789421984e-88
Gm42418	1.47578320559183e-91	0.224152585254748	0.831	0.809	2.84590033366329e-87
Meg3	5.1350010456656e-90	0.289654052542701	0.075	0.016	9.90233601646154e-86
mt-Cytb	8.433224992956e-83	0.239211481494864	0.986	0.979	1.62626310764164e-78
Klf2	5.08536833242662e-79	0.286675822825505	0.809	0.726	9.80662429225148e-75
Tnf	7.75957237306984e-75	0.206418894974376	0.242	0.14	1.49635593642279e-70
mt-Co1	7.62557264910307e-71	0.204354587115803	0.993	0.983	1.47051542965304e-66
S100a9	8.74631299782142e-66	-0.399249021151754	0.089	0.176	1.68663899849988e-61
Ccl2	4.57003515958146e-63	0.224911266503623	0.143	0.071	8.8128558017369e-59
Cd83	3.62141864136024e-62	0.223055940516257	0.506	0.444	6.98354370799908e-58
Mt1	1.55770437515772e-59	0.223479969691614	0.623	0.574	3.00387711705415e-55
Cxcl2	2.50253628455714e-55	0.277274193146292	0.172	0.096	4.82589097114e-51
Cxcl10	2.24034122136764e-52	0.217024344741231	0.164	0.09	4.32027401128537e-48
S100a8	4.93119277593357e-38	-0.283762247484769	0.06	0.115	9.5093121491103e-34
